respondent_id,party_name,country_name,is_populist,populist_and_farleft,populist_and_farright,income_decile,income_feeling,paid_work,econ_satisfaction,unemp_3m,years_education,financial_difficulty_childhood,immig_same_ethnic,immig_diff_ethnic,immig_poor_nonEU,gay_rights_freedom,gay_adoption_rights,eu_integration,europe_attachment,country_attachment,child_obedience,leader_loyalty,tradition_important,pleasure_important,trust_politicians,trust_parties,trust_parliament,influence_on_politics,confident_participation,active_politics_role,political_interest,left_right_scale,party_closeness,ess_round,age,gender,ethnic_majority_identity,disc_nationality,disc_race,disc_ethnicity,born_in_country,citizen,how_religious,religion_belonging,religion_attendance,vote_x,vote_code,farright,farleft,eurosceptic,in_parliament,partyfacts_id,parlgov_id,vote_y
66748,CDU/CSU,Germany,0,0,0,10,1,1,6,2,19,4,1,2,3,1,2,8,10,10,2,2,5,4,6,5,7,3,2,2,1,5,1,11,60,2,1,0,0,0,1,1,7,1,5,1,1.0,0,0,,,,,1
66748,CDU/CSU,Germany,0,0,0,4,3,0,7,2,12,2,2,3,4,4,5,0,10,10,1,2,1,5,9,9,7,2,1,1,3,5,1,11,75,2,1,0,0,0,1,1,10,1,3,1,1.0,0,0,,,,,1
66770,Bündnis 90/Die Grünen,Germany,0,0,0,9,2,1,7,2,14,4,1,2,2,1,1,9,9,7,4,5,3,4,7,6,8,3,4,3,1,2,1,11,22,1,1,0,0,0,1,1,2,2,6,1,4.0,0,0,,,,,1
66775,CDU/CSU,Germany,0,0,0,5,1,0,8,2,11,5,2,2,3,1,2,10,8,10,2,3,2,5,6,6,8,3,2,1,2,5,1,11,79,1,1,0,0,0,1,1,8,1,4,1,1.0,0,0,,,,,1
66780,PDS / Die Linke,Germany,1,1,0,6,1,0,3,2,18,2,3,3,3,2,4,8,7,9,1,4,1,2,3,1,1,1,3,3,1,5,1,11,78,1,1,0,0,0,1,1,2,2,7,1,3.0,0,1,1.0,1.0,86.0,791.0,1
66803,Bündnis 90/Die Grünen,Germany,0,0,0,8,1,0,4,2,20,3,2,2,2,1,2,9,8,8,2,2,3,5,7,5,4,3,2,3,2,4,1,11,70,2,1,0,0,0,1,1,5,1,6,1,4.0,0,0,,,,,1
66835,Bündnis 90/Die Grünen,Germany,0,0,0,4,1,0,7,2,14,2,2,2,2,1,2,5,8,8,3,3,3,5,5,4,7,3,2,1,2,4,1,11,74,1,1,0,0,0,1,1,3,2,7,1,4.0,0,0,,,,,1
66835,Bündnis 90/Die Grünen,Germany,0,0,0,5,3,0,5,1,17,3,2,2,3,1,1,5,10,10,1,1,4,4,5,4,8,3,2,1,3,4,1,11,41,2,1,0,0,0,2,2,8,1,5,1,4.0,0,0,,,,,2
66846,CDU/CSU,Germany,0,0,0,5,2,1,3,2,13,5,2,2,2,2,2,5,5,8,1,2,2,2,3,6,5,2,4,3,1,5,1,11,41,1,1,0,0,0,1,1,9,1,3,1,1.0,0,0,,,,,1
66856,Alternative für Deutschland,Germany,1,0,1,8,3,1,2,2,15,2,2,3,3,2,2,1,4,4,2,4,4,2,1,1,1,1,2,2,2,5,1,11,37,2,1,0,0,0,1,1,2,2,6,1,6.0,1,0,1.0,1.0,1976.0,2253.0,1
66914,Bündnis 90/Die Grünen,Germany,0,0,0,7,1,1,5,1,14,4,1,1,1,1,2,10,10,8,2,2,3,2,7,7,9,4,2,2,2,3,1,11,56,1,1,0,0,0,1,1,4,1,4,1,4.0,0,0,,,,,1
66918,CDU/CSU,Germany,0,0,0,10,1,1,3,2,13,3,1,2,2,1,1,7,6,8,2,3,6,1,3,3,5,2,2,2,3,2,2,11,47,2,1,0,0,0,1,1,1,2,7,1,1.0,0,0,,,,,1
66918,CDU/CSU,Germany,0,0,0,5,2,1,6,2,15,3,1,1,1,1,1,10,6,6,5,5,6,3,5,5,7,4,4,1,2,2,2,11,58,1,1,0,0,0,1,1,0,2,7,1,1.0,0,0,,,,,1
66951,CDU/CSU,Germany,0,0,0,5,1,0,5,2,16,3,2,2,3,4,4,7,6,8,1,2,2,2,3,4,4,4,3,3,1,8,1,11,87,1,1,0,0,0,1,1,10,1,3,1,1.0,0,0,,,,,1
66974,SPD,Germany,0,0,0,5,2,1,3,2,14,5,2,2,2,1,1,7,8,4,2,3,3,1,3,3,2,2,1,1,3,3,1,11,36,2,1,0,0,0,1,1,5,1,5,1,2.0,0,0,,,,,1
66974,SPD,Germany,0,0,0,1,4,0,5,1,11,3,3,2,2,2,4,7,0,10,2,3,4,4,2,0,3,1,1,1,3,3,2,11,57,2,1,0,0,0,1,1,7,2,5,1,2.0,0,0,,,,,2
67049,FDP,Germany,0,0,0,7,1,1,3,2,17,3,3,3,3,1,1,6,4,8,3,2,3,4,3,3,5,3,4,4,1,3,1,11,32,1,1,0,0,0,1,1,5,1,7,1,5.0,0,0,,,,,1
67049,FDP,Germany,0,0,0,3,3,0,2,1,10,4,1,1,1,1,1,5,8,10,5,5,6,2,1,1,4,2,2,2,3,5,2,11,46,1,1,0,0,0,1,1,1,1,7,1,5.0,0,0,,,,,2
67049,FDP,Germany,0,0,0,8,1,1,7,2,12,5,4,4,4,5,5,7,2,8,1,1,5,5,1,2,2,3,3,4,2,8,2,11,48,2,1,0,0,0,1,1,5,1,6,1,5.0,0,0,,,,,2
67097,CDU/CSU,Germany,0,0,0,7,2,1,8,2,16,4,1,1,1,1,1,9,7,8,5,5,5,5,5,4,8,3,2,2,2,6,1,11,40,2,1,0,0,0,1,1,7,1,4,1,1.0,0,0,,,,,1
67123,FDP,Germany,0,0,0,10,1,1,7,2,19,5,2,2,2,1,1,9,9,9,3,4,4,3,6,7,9,3,3,3,2,5,1,11,26,1,1,0,0,0,1,1,3,1,7,1,5.0,0,0,,,,,1
67162,Bündnis 90/Die Grünen,Germany,0,0,0,8,2,1,7,1,12,4,1,1,1,1,1,10,8,6,2,3,6,3,5,5,5,3,2,1,3,2,1,11,58,2,1,0,0,0,1,1,0,2,7,1,4.0,0,0,,,,,1
67180,SPD,Germany,0,0,0,4,1,1,5,2,21,2,1,1,1,1,1,10,8,8,3,4,4,3,4,6,5,3,3,4,2,1,1,11,36,2,1,0,0,0,2,1,1,2,7,1,2.0,0,0,,,,,1
67224,FDP,Germany,0,0,0,3,2,0,7,2,17,4,2,2,2,1,2,9,8,8,3,3,4,3,6,6,8,4,3,1,1,3,1,11,59,2,1,0,0,0,1,1,6,2,7,1,5.0,0,0,,,,,1
67268,CDU/CSU,Germany,0,0,0,6,2,1,7,2,14,4,3,3,3,1,5,8,8,9,1,3,2,2,2,3,3,2,2,1,3,5,2,11,40,1,1,0,0,0,1,1,7,1,4,1,1.0,0,0,,,,,1
67268,CDU/CSU,Germany,0,0,0,5,2,1,0,2,16,5,1,3,3,1,1,10,5,5,5,5,5,1,0,0,0,2,1,1,3,3,2,11,43,2,1,0,0,0,1,1,0,2,7,1,1.0,0,0,,,,,1
67295,SPD,Germany,0,0,0,8,1,1,4,2,13,3,2,2,2,2,2,6,8,8,3,3,3,3,4,3,4,3,2,2,3,3,1,11,51,2,1,0,0,0,2,1,4,1,5,1,2.0,0,0,,,,,1
67446,Freie Wähler,Germany,0,0,0,6,1,1,5,2,13,2,2,2,2,1,2,10,10,10,2,4,3,5,0,0,1,3,4,4,2,5,2,11,42,1,1,1,1,1,2,1,3,1,7,1,7.0,0,0,,,,,1
67452,PDS / Die Linke,Germany,1,1,0,3,2,1,7,2,17,4,1,2,2,2,3,10,9,7,2,2,3,2,3,5,7,2,4,5,1,3,2,11,38,1,1,0,0,0,1,1,7,1,4,1,3.0,0,1,1.0,1.0,86.0,791.0,1
67452,PDS / Die Linke,Germany,1,1,0,5,2,0,8,2,13,2,1,2,3,1,3,5,8,10,2,2,4,3,5,5,6,3,2,3,2,4,1,11,73,1,1,0,0,0,1,1,3,2,7,1,3.0,0,1,1.0,1.0,86.0,791.0,1
67459,CDU/CSU,Germany,0,0,0,9,1,1,6,2,15,4,2,3,4,1,2,4,8,10,1,2,1,1,3,4,3,3,2,2,2,7,1,11,50,1,1,0,0,0,1,1,3,1,5,1,1.0,0,0,,,,,1
67459,CDU/CSU,Germany,0,0,0,1,4,0,0,2,8,1,2,2,1,4,5,10,4,10,2,2,2,6,0,0,0,5,1,1,2,4,2,11,73,2,1,0,0,0,1,1,9,1,5,1,1.0,0,0,,,,,1
67515,FDP,Germany,0,0,0,10,1,1,10,2,14,2,1,2,3,1,1,10,8,10,3,3,1,6,7,7,7,3,3,2,2,8,1,11,47,2,1,0,0,0,1,1,7,1,5,1,5.0,0,0,,,,,1
67542,Freie Wähler,Germany,0,0,0,7,2,0,2,2,12,2,1,2,2,2,4,10,8,8,1,2,3,2,5,0,0,2,2,2,3,5,2,11,83,2,1,0,0,0,1,1,2,1,6,1,7.0,0,0,,,,,1
67542,Freie Wähler,Germany,0,0,0,2,4,0,3,1,13,5,3,3,3,2,1,2,8,10,1,4,2,4,0,0,4,2,1,1,4,2,1,11,35,2,1,0,0,0,1,1,5,1,6,1,7.0,0,0,,,,,1
67555,FDP,Germany,0,0,0,3,1,0,3,2,9,3,2,2,1,3,2,5,5,5,2,2,2,2,5,5,4,2,1,2,2,5,2,11,83,2,1,0,0,0,1,1,7,1,6,1,5.0,0,0,,,,,1
67571,Alternative für Deutschland,Germany,1,0,1,2,2,1,2,2,13,2,2,3,4,1,2,0,1,5,1,2,4,2,0,0,0,2,1,1,3,5,2,11,55,2,1,0,0,0,1,1,0,2,7,1,6.0,1,0,1.0,1.0,1976.0,2253.0,1
67573,CDU/CSU,Germany,0,0,0,10,1,1,2,2,17,4,2,3,3,2,3,3,8,9,2,4,2,4,4,5,7,3,3,4,2,7,1,11,49,1,1,0,0,0,1,1,0,1,7,1,1.0,0,0,,,,,1
67573,CDU/CSU,Germany,0,0,0,9,1,1,7,1,14,3,3,3,3,3,5,3,8,10,3,2,2,4,5,5,5,1,1,1,3,5,2,11,60,2,1,0,0,0,1,1,7,1,4,1,1.0,0,0,,,,,2
67582,Bündnis 90/Die Grünen,Germany,0,0,0,10,1,1,10,2,14,5,1,1,1,1,3,10,6,6,3,3,5,5,5,6,10,3,3,3,1,2,1,11,54,1,1,0,0,0,1,1,0,2,7,1,4.0,0,0,,,,,1
67585,FDP,Germany,0,0,0,10,1,1,8,2,22,2,1,3,3,1,3,7,7,7,4,4,4,3,4,3,6,3,3,2,2,6,1,11,53,1,1,0,0,0,1,1,3,2,6,1,5.0,0,0,,,,,1
67611,Alternative für Deutschland,Germany,1,0,1,8,1,0,5,2,14,5,2,2,2,1,1,5,7,7,3,3,1,4,4,4,5,2,2,1,3,4,2,11,19,2,1,0,0,0,1,1,6,1,6,1,6.0,1,0,1.0,1.0,1976.0,2253.0,3
67611,Alternative für Deutschland,Germany,1,0,1,6,1,1,5,1,14,3,1,1,1,2,2,5,4,6,2,2,2,2,1,1,3,1,1,1,4,0,2,11,40,2,1,0,0,0,1,1,6,1,4,1,6.0,1,0,1.0,1.0,1976.0,2253.0,2
67611,Alternative für Deutschland,Germany,1,0,1,7,2,1,4,2,12,5,2,2,3,1,5,1,7,10,3,4,3,3,1,2,2,1,1,1,3,7,2,11,38,1,1,0,0,0,1,1,0,2,6,1,6.0,1,0,1.0,1.0,1976.0,2253.0,1
67620,CDU/CSU,Germany,0,0,0,5,1,0,4,2,13,5,2,2,3,1,3,9,8,9,3,3,5,4,3,3,6,4,5,2,2,7,1,11,65,1,1,0,0,0,1,1,3,2,7,1,1.0,0,0,,,,,1
67626,SPD,Germany,0,0,0,9,1,1,8,2,16,5,1,2,3,1,1,9,10,9,4,4,5,4,2,4,3,1,4,3,2,6,2,11,32,1,1,0,0,0,1,1,0,2,7,1,2.0,0,0,,,,,1
67647,Freie Wähler,Germany,0,0,0,5,1,0,4,2,17,5,2,2,2,2,2,7,5,8,2,3,3,3,2,5,5,2,3,2,2,5,1,11,75,1,2,0,0,0,1,1,2,1,5,1,7.0,0,0,,,,,1
67647,Freie Wähler,Germany,0,0,0,4,2,0,7,2,16,2,1,1,1,3,3,5,5,6,3,3,2,2,8,7,8,3,3,2,3,5,2,11,29,2,2,0,0,0,2,1,7,1,1,1,7.0,0,0,,,,,8
67681,PDS / Die Linke,Germany,1,1,0,5,1,0,0,2,12,4,3,3,3,2,2,5,8,4,1,4,1,1,0,3,3,1,3,2,2,4,2,11,68,1,1,0,0,0,1,1,0,2,7,1,3.0,0,1,1.0,1.0,86.0,791.0,1
67691,SPD,Germany,0,0,0,6,1,1,7,2,18,5,2,2,2,1,1,7,6,8,4,4,5,3,6,6,6,3,4,3,1,3,1,11,31,1,1,0,0,0,2,1,0,2,7,1,2.0,0,0,,,,,1
67691,SPD,Germany,0,0,0,8,1,1,5,2,12,4,2,4,2,2,2,5,10,10,2,3,2,1,3,3,6,2,5,1,3,4,2,11,38,1,1,0,0,0,1,1,0,2,7,1,2.0,0,0,,,,,1
67691,SPD,Germany,0,0,0,6,2,1,4,2,14,5,1,1,1,1,1,4,7,9,2,2,1,1,7,6,10,3,4,4,2,4,1,11,42,2,1,0,0,0,1,1,0,2,7,1,2.0,0,0,,,,,1
67694,CDU/CSU,Germany,0,0,0,10,1,1,7,2,15,5,3,3,2,1,3,7,9,8,3,2,1,4,6,5,7,3,3,3,3,5,2,11,38,2,1,0,0,0,1,1,8,1,3,1,1.0,0,0,,,,,1
67695,Bündnis 90/Die Grünen,Germany,0,0,0,10,2,0,8,2,14,4,1,1,1,2,2,4,9,9,2,2,6,2,5,7,8,4,4,3,1,0,1,11,69,1,1,0,0,0,1,1,5,2,7,1,4.0,0,0,,,,,1
67700,Alternative für Deutschland,Germany,1,0,1,10,1,0,6,2,22,3,2,2,3,2,5,0,5,8,2,2,2,2,1,0,0,2,3,3,1,9,1,11,70,1,2,0,0,0,1,1,0,2,7,1,6.0,1,0,1.0,1.0,1976.0,2253.0,1
67741,SPD,Germany,0,0,0,3,1,1,0,2,14,2,2,3,3,1,1,7,8,9,2,4,4,5,0,3,0,3,2,2,3,5,2,11,58,2,1,0,0,0,1,1,8,2,6,1,2.0,0,0,,,,,1
67765,CDU/CSU,Germany,0,0,0,7,1,0,3,2,14,4,1,3,2,3,4,3,5,8,1,2,2,5,2,1,2,1,3,2,1,5,1,11,80,1,1,0,0,0,1,1,2,1,6,1,1.0,0,0,,,,,1
67772,SPD,Germany,0,0,0,4,1,0,5,2,11,5,1,1,1,2,4,10,8,5,3,4,2,6,5,3,7,3,2,2,2,2,2,11,69,1,1,0,0,0,1,1,9,1,3,1,2.0,0,0,,,,,1
67772,SPD,Germany,0,0,0,6,2,0,2,2,10,3,2,2,2,1,4,0,10,10,2,2,1,5,8,5,9,3,2,2,3,7,1,11,16,1,1,0,0,0,1,1,9,1,3,1,2.0,0,0,,,,,3
67798,CDU/CSU,Germany,0,0,0,6,1,0,5,1,16,5,2,2,2,2,2,5,5,8,2,2,2,1,1,0,2,1,4,4,1,9,2,11,67,1,1,0,0,0,1,1,5,1,6,1,1.0,0,0,,,,,1
67807,CDU/CSU,Germany,0,0,0,1,1,1,8,2,12,4,1,1,2,2,2,8,10,10,2,3,1,2,3,1,5,2,3,2,2,5,2,11,55,1,1,0,0,0,2,1,5,1,6,1,1.0,0,0,,,,,1
67807,CDU/CSU,Germany,0,0,0,3,1,1,4,2,10,2,4,4,4,3,5,0,7,7,2,2,1,2,6,5,6,1,2,2,2,0,2,11,48,1,2,0,0,0,1,1,5,1,5,1,1.0,0,0,,,,,1
67822,CDU/CSU,Germany,0,0,0,2,2,1,7,1,12,2,2,3,3,3,3,5,10,10,2,2,4,4,5,4,9,2,2,1,3,5,1,11,53,2,1,0,0,0,2,1,7,1,4,1,1.0,0,0,,,,,1
67822,CDU/CSU,Germany,0,0,0,2,4,1,0,2,17,2,2,3,3,1,1,0,2,9,3,5,1,1,0,0,0,1,4,2,2,5,1,11,34,2,1,0,0,1,1,1,1,1,7,1,1.0,0,0,,,,,1
67822,CDU/CSU,Germany,0,0,0,6,1,0,9,2,21,4,2,2,2,1,1,6,8,8,5,4,2,3,8,8,9,3,4,4,3,5,2,11,40,1,1,0,0,0,2,2,10,2,7,1,1.0,0,0,,,,,1
67846,CDU/CSU,Germany,0,0,0,7,1,1,3,2,16,5,2,3,3,2,4,2,3,8,3,4,5,2,5,4,4,3,4,4,1,7,1,11,40,1,2,0,0,0,1,1,0,2,6,1,1.0,0,0,,,,,1
67855,Bündnis 90/Die Grünen,Germany,0,0,0,5,1,0,8,2,11,3,2,3,3,1,2,7,8,10,2,3,2,3,7,6,8,2,2,1,1,4,1,11,77,2,1,0,0,0,1,1,8,1,2,1,4.0,0,0,,,,,1
67871,SPD,Germany,0,0,0,6,2,0,2,2,10,3,2,2,1,2,4,8,8,10,1,4,1,1,5,3,0,1,1,1,1,10,1,11,76,1,1,0,0,0,1,1,10,1,6,1,2.0,0,0,,,,,1
67887,Alternative für Deutschland,Germany,1,0,1,6,2,1,4,2,13,5,2,4,3,2,1,3,5,5,2,4,5,3,3,3,3,1,2,1,3,7,2,11,24,1,1,0,0,0,1,1,0,2,6,1,6.0,1,0,1.0,1.0,1976.0,2253.0,1
67887,Alternative für Deutschland,Germany,1,0,1,3,1,0,4,2,8,5,2,2,3,1,2,5,7,5,1,2,5,5,6,5,5,1,2,1,3,5,1,11,75,2,1,0,0,0,1,1,5,1,6,1,6.0,1,0,1.0,1.0,1976.0,2253.0,1
67887,Alternative für Deutschland,Germany,1,0,1,8,2,1,1,1,15,3,2,2,2,4,5,9,7,7,4,4,4,4,3,3,4,2,2,1,3,5,2,11,32,2,1,0,0,0,1,1,3,1,3,1,6.0,1,0,1.0,1.0,1976.0,2253.0,1
67898,CDU/CSU,Germany,0,0,0,5,2,1,2,2,13,1,2,2,3,2,2,4,5,6,2,2,3,2,7,7,6,2,1,2,2,5,1,11,66,2,1,0,0,0,1,1,5,2,5,1,1.0,0,0,,,,,1
67899,Bündnis 90/Die Grünen,Germany,0,0,0,1,2,1,7,1,15,3,1,2,2,1,2,8,9,9,3,3,6,3,5,4,7,3,2,3,1,3,1,11,64,1,1,0,0,0,1,1,1,2,7,1,4.0,0,0,,,,,1
67921,SPD,Germany,0,0,0,2,2,0,6,1,14,5,3,3,3,1,2,5,4,4,2,4,1,1,3,4,5,2,3,2,3,5,2,11,68,1,2,0,0,0,1,1,3,1,6,1,2.0,0,0,,,,,1
67941,SPD,Germany,0,0,0,7,2,1,4,2,15,3,2,2,2,1,1,5,8,6,1,2,4,1,2,4,4,3,3,1,2,2,1,11,24,1,1,0,0,0,1,1,3,2,7,1,2.0,0,0,,,,,1
67942,Bündnis 90/Die Grünen,Germany,0,0,0,7,2,1,9,2,18,2,1,1,1,1,1,6,9,9,3,5,6,3,6,5,6,4,4,3,1,3,1,11,30,1,1,0,0,0,1,1,0,2,7,1,4.0,0,0,,,,,1
67961,SPD,Germany,0,0,0,4,2,1,5,2,12,4,1,2,2,2,2,5,5,5,2,3,4,4,4,4,5,3,3,2,2,4,1,11,60,1,1,0,0,0,1,1,6,1,5,1,2.0,0,0,,,,,1
67972,CDU/CSU,Germany,0,0,0,8,2,1,3,2,16,5,3,3,4,1,2,5,5,8,3,5,6,3,5,5,8,3,3,3,1,9,1,11,35,1,1,0,0,0,1,1,0,2,5,1,1.0,0,0,,,,,1
68013,Die PARTEI,Germany,0,0,0,8,2,1,6,1,19,4,2,2,2,1,1,5,7,4,4,4,3,5,3,2,8,3,3,3,3,4,2,11,49,2,1,0,0,0,1,1,2,2,7,1,9.0,0,0,,,,,1
68014,CDU/CSU,Germany,0,0,0,3,2,1,5,2,17,4,2,2,2,1,1,7,10,10,2,4,3,3,6,5,7,3,3,4,2,5,2,11,51,2,1,0,0,0,1,1,0,2,5,1,1.0,0,0,,,,,1
68037,SPD,Germany,0,0,0,10,2,0,5,2,17,3,1,2,2,1,2,2,6,7,4,2,4,5,8,6,9,4,5,4,1,3,1,11,76,1,1,0,0,0,1,1,9,1,3,1,2.0,0,0,,,,,1
68043,SPD,Germany,0,0,0,4,2,0,7,2,11,5,2,2,2,2,3,7,7,9,3,2,3,4,7,7,7,3,4,2,1,5,1,11,80,1,1,0,0,0,1,1,6,1,7,1,2.0,0,0,,,,,1
68048,PDS / Die Linke,Germany,1,1,0,4,2,1,4,1,17,3,1,1,1,1,1,5,6,4,3,3,5,5,5,5,8,3,3,2,1,2,2,11,34,1,1,0,0,0,1,1,0,2,7,1,3.0,0,1,1.0,1.0,86.0,791.0,1
68048,PDS / Die Linke,Germany,1,1,0,5,1,1,5,2,16,4,1,1,1,1,1,0,5,7,2,4,6,2,5,5,7,2,3,3,1,1,1,11,64,1,1,0,0,0,1,1,2,2,7,1,3.0,0,1,1.0,1.0,86.0,791.0,1
68048,PDS / Die Linke,Germany,1,1,0,4,4,0,2,1,12,3,3,3,4,3,5,3,8,8,1,5,2,2,0,0,0,2,1,1,3,5,2,11,70,2,1,0,0,0,1,1,7,1,3,1,3.0,0,1,1.0,1.0,86.0,791.0,2
68079,Bündnis 90/Die Grünen,Germany,0,0,0,8,1,0,7,1,20,4,1,1,1,2,1,10,10,10,1,3,1,6,6,6,10,4,3,3,2,0,1,11,81,1,1,0,0,0,2,1,4,2,7,1,4.0,0,0,,,,,1
68079,Bündnis 90/Die Grünen,Germany,0,0,0,4,1,1,6,1,17,4,1,1,1,1,1,4,6,8,4,4,5,4,6,6,6,3,3,4,2,2,1,11,57,2,1,0,0,0,1,1,1,2,7,1,4.0,0,0,,,,,1
68161,Bündnis 90/Die Grünen,Germany,0,0,0,10,1,1,8,2,20,5,1,1,1,1,1,10,9,8,2,2,4,4,7,6,8,4,4,3,2,3,1,11,46,1,1,0,0,0,1,1,8,2,7,1,4.0,0,0,,,,,1
68180,CDU/CSU,Germany,0,0,0,10,1,1,5,2,14,3,1,2,4,1,1,5,7,10,1,2,2,2,2,2,3,2,3,3,1,9,1,11,65,1,1,0,0,0,1,1,1,2,6,1,1.0,0,0,,,,,1
68184,PDS / Die Linke,Germany,1,1,0,6,2,1,3,1,14,3,2,2,2,2,2,6,7,7,4,3,5,4,3,4,4,3,3,2,2,3,2,11,43,1,1,0,0,0,1,1,1,2,7,1,3.0,0,1,1.0,1.0,86.0,791.0,1
68197,Bündnis 90/Die Grünen,Germany,0,0,0,9,1,1,8,2,15,2,1,1,2,1,1,10,8,8,3,3,4,2,7,7,8,3,2,2,2,5,2,11,33,1,1,0,0,0,1,1,1,2,7,1,4.0,0,0,,,,,1
68205,SPD,Germany,0,0,0,10,1,0,8,2,13,4,1,2,2,1,2,7,10,10,3,2,2,2,8,8,9,4,5,4,1,4,1,11,67,1,1,0,0,0,1,1,8,1,6,1,2.0,0,0,,,,,1
68238,Bündnis 90/Die Grünen,Germany,0,0,0,9,1,1,7,2,17,5,1,1,1,1,1,10,8,8,4,4,2,3,2,2,7,3,4,4,3,4,2,11,39,2,1,0,0,0,1,1,5,1,5,1,4.0,0,0,,,,,1
68238,Bündnis 90/Die Grünen,Germany,0,0,0,9,3,1,4,2,27,2,1,1,1,2,2,8,9,9,3,4,4,3,4,5,6,2,2,2,3,5,2,11,52,1,1,0,0,0,1,1,9,1,3,1,4.0,0,0,,,,,1
68238,Bündnis 90/Die Grünen,Germany,0,0,0,4,3,1,5,2,15,2,2,2,2,1,1,10,6,9,3,4,4,3,5,5,7,3,3,3,3,3,2,11,33,1,1,0,0,0,1,1,0,2,7,1,4.0,0,0,,,,,1
68238,Bündnis 90/Die Grünen,Germany,0,0,0,5,2,0,2,2,13,5,2,2,2,2,3,4,5,7,2,2,3,3,2,2,2,2,1,1,3,5,2,11,61,2,1,0,0,0,1,1,10,1,2,1,4.0,0,0,,,,,1
68261,Die PARTEI,Germany,0,0,0,6,1,1,4,2,18,4,2,2,2,2,2,6,4,4,2,3,2,3,5,6,5,2,2,2,3,5,2,11,32,2,1,0,0,0,1,1,6,1,6,1,9.0,0,0,,,,,1
68274,Bündnis 90/Die Grünen,Germany,0,0,0,9,1,1,7,2,14,5,1,1,1,1,1,5,6,9,3,5,4,3,5,5,7,3,3,2,3,4,2,11,34,1,1,0,0,0,1,1,6,1,4,1,4.0,0,0,,,,,1
68274,Bündnis 90/Die Grünen,Germany,0,0,0,9,1,0,7,2,7,5,1,1,2,2,3,4,8,8,3,2,3,3,7,7,8,2,3,2,4,8,1,11,16,2,1,0,0,0,1,1,1,2,7,1,4.0,0,0,,,,,3
68274,Bündnis 90/Die Grünen,Germany,0,0,0,8,2,1,1,2,17,3,2,2,3,1,1,10,7,8,4,4,3,3,5,5,7,2,3,3,2,10,1,11,31,1,1,0,0,0,1,1,0,2,6,1,4.0,0,0,,,,,1
68357,CDU/CSU,Germany,0,0,0,9,1,1,8,2,13,5,2,2,2,1,3,8,5,5,2,4,2,5,3,3,3,4,4,2,1,7,1,11,41,1,1,0,0,0,1,1,5,1,6,1,1.0,0,0,,,,,1
68357,CDU/CSU,Germany,0,0,0,3,3,1,1,2,14,2,3,3,3,3,4,2,5,8,4,4,5,4,1,1,1,1,2,2,3,2,2,11,62,2,1,0,0,0,1,1,2,2,6,1,1.0,0,0,,,,,1
68377,CDU/CSU,Germany,0,0,0,1,2,0,4,1,12,4,2,2,2,2,2,5,8,8,2,3,2,4,3,2,8,2,2,1,2,6,1,11,44,1,1,0,0,0,1,1,0,2,7,1,1.0,0,0,,,,,1
68377,CDU/CSU,Germany,0,0,0,2,2,0,8,2,7,5,2,3,3,2,5,5,8,9,1,3,2,5,5,5,5,3,2,2,3,8,1,11,77,1,1,0,0,0,1,1,8,1,3,1,1.0,0,0,,,,,1
68377,CDU/CSU,Germany,0,0,0,4,1,1,3,2,12,5,2,2,2,2,4,5,5,5,3,4,3,3,3,1,2,3,2,3,3,5,2,11,52,2,2,0,0,0,1,1,7,1,5,1,1.0,0,0,,,,,1
68429,PDS / Die Linke,Germany,1,1,0,5,2,1,1,2,20,3,2,4,4,1,4,2,6,10,1,4,2,2,0,1,4,1,3,2,2,7,1,11,30,1,1,0,0,0,1,1,8,1,3,1,3.0,0,1,1.0,1.0,86.0,791.0,1
68429,PDS / Die Linke,Germany,1,1,0,1,2,0,5,2,13,3,3,2,3,2,3,4,3,5,2,3,2,2,4,4,6,3,2,3,2,4,1,11,73,1,1,0,0,0,1,1,2,2,7,1,3.0,0,1,1.0,1.0,86.0,791.0,1
68513,SPD,Germany,0,0,0,10,1,0,8,2,16,4,1,1,1,1,1,4,7,6,2,4,3,2,7,7,7,4,3,4,1,5,1,11,65,1,1,0,0,0,1,1,2,2,7,1,2.0,0,0,,,,,1
68592,CDU/CSU,Germany,0,0,0,10,2,1,3,1,18,5,2,3,3,1,1,6,8,8,1,4,1,3,3,3,4,2,4,3,2,6,2,11,52,2,1,0,0,0,1,1,8,1,4,1,1.0,0,0,,,,,1
68592,CDU/CSU,Germany,0,0,0,5,2,0,8,2,10,2,2,4,4,3,5,1,4,6,1,4,1,2,7,8,5,3,3,3,2,10,1,11,72,1,1,0,0,0,1,1,6,1,3,1,1.0,0,0,,,,,1
68594,Freie Wähler,Germany,0,0,0,3,2,1,1,1,12,3,2,4,4,2,2,4,5,8,1,4,2,5,2,4,1,2,2,2,3,4,2,11,61,1,1,0,0,0,1,1,3,2,7,1,7.0,0,0,,,,,1
68623,SPD,Germany,0,0,0,8,1,1,6,1,16,2,2,3,3,1,1,9,7,10,1,1,1,3,6,4,7,3,2,3,1,5,2,11,43,1,1,0,0,0,1,1,0,2,6,1,2.0,0,0,,,,,1
68637,FDP,Germany,0,0,0,10,2,1,6,1,14,5,1,3,3,2,4,7,7,10,1,2,3,1,7,7,8,2,4,3,2,5,1,11,64,1,1,0,0,0,1,1,3,2,7,1,5.0,0,0,,,,,1
