respondent_id,party_name,country_name,is_populist,populist_and_farleft,populist_and_farright,income_decile,income_feeling,paid_work,econ_satisfaction,unemp_3m,years_education,financial_difficulty_childhood,immig_same_ethnic,immig_diff_ethnic,immig_poor_nonEU,gay_rights_freedom,gay_adoption_rights,eu_integration,europe_attachment,country_attachment,child_obedience,leader_loyalty,tradition_important,pleasure_important,trust_politicians,trust_parties,trust_parliament,influence_on_politics,confident_participation,active_politics_role,political_interest,left_right_scale,party_closeness,ess_round,age,gender,ethnic_majority_identity,disc_nationality,disc_race,disc_ethnicity,born_in_country,citizen,how_religious,religion_belonging,religion_attendance,vote_x,vote_code,farright,farleft,eurosceptic,in_parliament,partyfacts_id,parlgov_id,vote_y
50014,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,6,1,0,6,2,12,5,2,2,3,2,3,6,5,10,4,4,3,3,5,5,6,4,5,5,1,5,1,11,65,1,1,0,0,0,1,1,5,1,6,1,5.0,0,0,,,,,1
50014,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,8,2,1,4,2,17,3,2,2,2,1,3,8,8,8,3,5,6,3,5,2,7,1,3,3,2,5,2,11,48,1,1,0,0,0,1,1,1,2,7,1,5.0,0,0,,,,,1
50014,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,3,3,0,5,2,9,4,2,2,3,3,4,3,2,9,2,2,3,3,1,1,2,1,2,1,4,5,2,11,80,2,2,0,0,0,1,1,7,1,3,1,5.0,0,0,,,,,2
50047,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,6,2,1,7,2,12,4,2,3,3,1,3,5,8,9,1,3,1,1,4,4,5,2,3,3,1,7,1,11,54,2,2,0,1,0,1,1,9,1,5,1,5.0,0,0,,,,,1
50047,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,7,2,0,4,2,18,4,1,1,1,1,1,6,7,8,2,3,6,2,4,4,5,3,2,1,3,4,2,11,33,2,1,0,0,0,1,1,0,2,7,1,5.0,0,0,,,,,1
50190,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,7,2,1,2,2,17,3,2,2,2,1,5,5,5,10,1,2,1,1,6,2,3,3,3,3,3,8,2,11,51,2,1,0,0,0,1,1,10,1,3,1,5.0,0,0,,,,,1
50190,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,8,1,0,3,2,15,5,1,1,1,2,2,6,6,7,2,2,3,2,1,3,4,2,3,2,2,1,1,11,68,2,1,0,0,0,1,1,2,2,7,1,5.0,0,0,,,,,1
50270,Front National / Rassemblement National,France,1,0,1,8,2,1,6,2,88,5,2,3,4,3,4,6,8,6,5,5,3,5,8,7,7,4,3,3,3,3,1,11,30,2,1,0,0,0,1,1,0,2,7,1,8.0,1,0,1.0,1.0,433.0,270.0,1
50270,Front National / Rassemblement National,France,1,0,1,6,1,0,7,2,13,5,2,2,2,2,1,7,7,7,1,2,4,2,6,6,7,4,3,3,2,6,1,11,82,1,1,0,0,0,1,1,5,2,6,1,8.0,1,0,1.0,1.0,433.0,270.0,1
50308,Les Républicains et l’UDI,France,0,0,0,10,1,1,4,2,18,5,2,2,2,1,5,3,2,5,4,5,4,2,5,5,7,3,4,3,3,7,2,11,27,1,2,0,0,1,1,1,7,1,7,1,6.0,0,0,,,,,1
50308,Les Républicains et l’UDI,France,0,0,0,2,3,1,3,2,12,2,2,2,3,3,3,4,5,5,3,2,6,1,6,3,3,2,2,3,4,8,2,11,50,2,1,0,0,0,1,1,5,2,7,1,6.0,0,0,,,,,3
50310,Front National / Rassemblement National,France,1,0,1,8,1,1,2,2,13,3,1,2,2,1,1,8,8,10,4,5,2,4,6,6,7,3,1,4,1,3,1,11,41,1,1,0,0,0,1,1,4,1,5,1,8.0,1,0,1.0,1.0,433.0,270.0,1
50310,Front National / Rassemblement National,France,1,0,1,10,1,1,6,1,15,5,2,2,2,1,1,6,7,8,3,3,5,2,5,5,7,2,3,3,3,7,1,11,26,2,1,0,0,0,1,1,2,2,5,1,8.0,1,0,1.0,1.0,433.0,270.0,1
50367,Les Républicains et l’UDI,France,0,0,0,3,1,0,2,2,12,4,1,3,3,1,1,10,8,10,1,3,2,5,0,0,0,1,1,1,1,5,2,11,60,2,1,0,0,0,1,1,10,2,6,1,6.0,0,0,,,,,1
50367,Les Républicains et l’UDI,France,0,0,0,7,1,1,5,2,15,4,2,2,2,1,1,3,3,9,1,2,1,4,5,6,7,4,4,4,1,7,1,11,31,1,1,0,0,0,1,1,0,2,7,1,6.0,0,0,,,,,1
50367,Les Républicains et l’UDI,France,0,0,0,4,2,0,5,2,5,5,2,2,2,3,4,5,5,8,1,2,2,4,5,5,5,1,1,1,4,5,2,11,90,2,1,0,0,0,1,1,7,1,5,1,6.0,0,0,,,,,1
50367,Les Républicains et l’UDI,France,0,0,0,5,2,0,3,2,6,2,2,2,3,2,2,4,10,10,5,5,2,3,1,2,3,3,3,3,3,5,2,11,66,2,1,0,0,0,1,1,7,1,3,1,6.0,0,0,,,,,1
50367,Les Républicains et l’UDI,France,0,0,0,8,1,0,4,2,15,3,2,2,2,1,1,5,9,7,3,4,6,6,3,2,6,2,3,3,1,8,1,11,72,2,1,0,0,0,1,1,7,2,6,1,6.0,0,0,,,,,1
50391,Un candidat divers gauche,France,0,0,0,3,2,0,10,2,12,4,4,4,3,2,2,0,10,10,2,2,5,2,0,0,7,1,1,1,2,0,1,11,69,1,2,0,0,0,1,1,0,2,7,1,4.0,0,0,,,,,1
50391,Un candidat divers gauche,France,0,0,0,2,3,0,5,2,5,3,3,4,4,4,5,1,6,10,1,2,1,5,0,0,0,1,1,1,4,8,2,11,84,2,1,0,0,0,1,1,9,1,3,1,4.0,0,0,,,,,2
50433,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,3,2,1,5,2,18,5,2,3,2,5,2,7,10,10,2,3,2,4,3,3,5,2,5,4,2,4,2,11,46,1,1,0,0,0,1,1,0,2,6,1,5.0,0,0,,,,,1
50433,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,10,2,1,7,2,12,4,2,2,2,2,2,5,6,6,3,3,3,5,6,6,7,1,3,1,3,6,2,11,44,2,1,0,0,0,2,2,4,1,5,1,5.0,0,0,,,,,3
50433,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,4,4,1,0,2,6,1,2,4,3,1,4,10,10,10,2,2,1,1,0,0,8,1,1,1,4,5,2,11,59,1,1,0,0,0,1,1,10,1,3,1,5.0,0,0,,,,,1
50433,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,3,1,1,4,1,18,3,2,2,2,1,1,5,5,8,3,4,3,2,4,9,4,2,3,2,2,3,2,11,61,2,1,0,0,0,1,1,6,1,6,1,5.0,0,0,,,,,1
50433,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,1,3,0,5,1,11,3,2,2,2,3,5,2,7,7,2,3,2,2,0,0,4,2,1,1,3,8,1,11,51,1,1,0,0,0,1,1,7,2,4,1,5.0,0,0,,,,,2
50445,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,1,2,1,6,2,9,4,2,3,3,2,4,4,4,8,1,2,2,2,8,6,8,2,1,1,3,5,2,11,64,2,1,0,0,0,1,1,6,1,4,1,5.0,0,0,,,,,1
50445,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,8,1,1,5,2,12,3,2,2,2,1,1,10,10,10,2,1,4,5,4,4,6,2,3,3,1,5,1,11,56,1,1,0,0,0,1,1,0,2,6,1,5.0,0,0,,,,,1
50445,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,8,1,1,3,1,16,4,2,1,1,1,1,3,9,9,3,3,3,3,7,6,8,3,3,4,1,3,1,11,50,2,1,0,0,0,1,1,1,2,6,1,5.0,0,0,,,,,1
50602,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,9,1,0,7,2,20,5,1,1,1,2,3,7,6,7,2,4,4,3,2,2,5,2,5,5,2,4,2,11,65,1,1,0,0,0,2,1,2,2,7,1,5.0,0,0,,,,,1
50602,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,9,1,1,5,2,16,4,1,1,1,1,1,7,8,10,4,3,2,1,6,6,7,3,3,4,2,2,1,11,34,2,1,0,0,0,1,1,0,2,7,1,5.0,0,0,,,,,1
50610,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,7,2,1,7,1,12,5,2,2,2,1,2,8,8,8,2,3,5,3,7,6,7,2,2,2,1,7,1,11,63,2,1,0,0,0,1,1,6,1,6,1,5.0,0,0,,,,,1
50610,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,4,3,0,8,2,12,3,3,3,3,1,4,4,5,8,1,2,2,3,0,0,4,1,3,3,3,6,2,11,75,1,1,0,0,0,1,1,8,1,4,1,5.0,0,0,,,,,1
50610,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,1,4,0,4,1,11,2,4,4,4,2,2,3,7,6,1,2,2,4,7,6,6,2,3,3,2,5,2,11,74,2,1,0,0,0,1,1,8,2,6,1,5.0,0,0,,,,,1
50638,La France Insoumise,France,1,1,0,1,3,0,3,1,16,3,1,1,2,1,1,6,6,5,3,3,4,2,4,3,4,2,2,2,2,2,1,11,21,2,1,0,0,0,1,1,7,1,4,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
50714,La France Insoumise,France,1,1,0,10,1,1,5,2,18,5,1,1,1,1,1,8,7,8,3,4,5,2,0,1,6,1,2,1,2,4,1,11,28,2,1,0,0,0,1,1,0,1,6,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
50714,La France Insoumise,France,1,1,0,8,2,0,2,2,12,5,2,3,2,2,3,4,8,8,3,5,1,1,4,4,3,3,3,3,3,5,2,11,19,1,1,0,0,0,1,1,0,2,7,1,3.0,0,1,1.0,1.0,5858.0,2644.0,2
50714,La France Insoumise,France,1,1,0,7,1,1,2,2,23,5,1,2,1,1,3,5,5,8,2,3,1,2,3,3,6,2,2,2,3,6,1,11,43,1,1,0,0,0,1,1,6,1,5,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
50714,La France Insoumise,France,1,1,0,9,2,1,6,2,16,4,2,2,2,1,1,6,9,8,4,4,3,4,6,6,7,3,3,2,3,6,2,11,44,2,1,0,0,0,1,1,2,2,6,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
50771,Front National / Rassemblement National,France,1,0,1,7,2,0,1,2,9,3,2,4,4,1,4,2,2,6,1,4,5,5,3,3,0,1,1,1,3,10,1,11,76,1,1,0,0,0,1,1,0,2,7,1,8.0,1,0,1.0,1.0,433.0,270.0,1
50771,Front National / Rassemblement National,France,1,0,1,6,2,0,5,2,14,5,2,2,1,1,1,10,6,6,3,2,4,4,5,5,6,3,3,4,1,0,1,11,39,2,1,0,0,0,1,1,5,1,4,1,8.0,1,0,1.0,1.0,433.0,270.0,1
50789,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,10,1,1,4,1,17,4,2,2,2,1,1,3,7,7,1,3,5,4,5,4,5,2,3,3,3,8,1,11,52,1,1,0,0,0,1,1,2,1,7,1,5.0,0,0,,,,,1
50789,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,10,2,1,7,2,12,4,3,4,3,3,4,8,5,6,4,3,3,3,5,5,8,2,3,2,3,8,2,11,36,2,1,0,0,0,1,1,6,2,7,1,5.0,0,0,,,,,1
50789,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,8,1,1,7,2,8,5,3,3,3,2,2,2,8,9,3,3,2,3,4,4,7,2,2,2,3,7,2,11,53,2,1,0,0,0,1,1,6,1,4,1,5.0,0,0,,,,,1
50832,Reconquete,France,1,0,1,5,1,0,0,1,9,5,1,4,3,2,3,5,10,8,1,3,1,2,2,2,0,2,2,3,1,8,1,11,74,2,1,0,0,0,1,1,10,1,5,1,9.0,1,0,1.0,0.0,9064.0,,1
50832,Reconquete,France,1,0,1,4,2,0,3,2,16,5,3,4,4,2,1,1,6,7,2,2,2,4,3,4,5,3,2,2,2,4,2,11,26,2,1,0,0,0,1,1,0,1,7,1,9.0,1,0,1.0,0.0,9064.0,,1
50832,Reconquete,France,1,0,1,5,2,0,6,2,8,4,2,2,3,3,3,6,8,10,2,2,2,5,5,5,3,2,1,1,2,5,2,11,76,2,1,0,0,0,1,1,5,1,3,1,9.0,1,0,1.0,0.0,9064.0,,1
50832,Reconquete,France,1,0,1,9,2,0,6,1,12,3,1,1,1,1,1,5,8,9,3,4,3,3,4,4,6,2,3,2,3,5,2,11,20,1,2,0,1,0,1,1,6,1,4,1,9.0,1,0,1.0,0.0,9064.0,,2
50848,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,5,3,1,2,2,17,5,2,2,2,1,1,9,7,8,1,4,2,3,3,1,6,2,3,3,3,6,2,11,29,1,1,0,0,0,1,1,1,1,7,1,5.0,0,0,,,,,1
50848,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,3,2,0,5,1,12,5,2,2,2,2,4,7,8,8,2,2,2,3,5,1,2,1,1,2,2,5,1,11,62,1,1,0,0,0,1,1,4,2,5,1,5.0,0,0,,,,,1
50848,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,3,3,1,0,2,16,3,4,4,4,5,5,0,0,10,1,4,2,2,0,0,2,1,1,2,4,10,2,11,48,1,1,1,0,1,1,1,7,1,4,1,5.0,0,0,,,,,1
50903,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,7,2,0,5,2,11,5,3,3,3,1,2,5,9,9,1,3,1,2,5,5,3,3,2,2,3,6,2,11,55,1,1,0,0,0,1,1,5,2,7,1,5.0,0,0,,,,,1
50903,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,5,2,1,4,2,14,4,2,3,2,2,5,2,7,7,2,2,4,2,4,5,7,2,2,2,2,7,1,11,55,2,1,0,0,0,1,1,6,1,5,1,5.0,0,0,,,,,1
50913,La France Insoumise,France,1,1,0,8,2,1,6,2,17,4,2,2,2,1,1,10,8,8,3,3,5,4,5,5,6,3,3,4,1,3,1,11,36,1,1,0,0,0,1,1,2,1,7,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
50913,La France Insoumise,France,1,1,0,2,2,0,7,2,11,3,2,2,2,3,4,7,8,10,2,2,2,2,5,6,5,1,1,1,3,5,2,11,67,1,1,0,0,0,1,1,10,1,6,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
50913,La France Insoumise,France,1,1,0,7,2,0,4,2,11,3,2,3,3,3,4,2,1,5,2,4,2,2,1,1,4,1,1,1,4,5,2,11,66,2,1,0,0,0,1,1,7,1,5,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
50913,La France Insoumise,France,1,1,0,8,1,1,5,2,19,5,1,1,1,1,1,5,9,9,4,4,4,2,7,7,7,3,3,3,3,5,1,11,43,2,1,0,0,0,1,1,3,2,6,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
50931,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,10,2,1,2,1,17,5,2,2,2,1,4,9,10,10,2,5,2,4,4,2,7,2,2,3,2,6,1,11,40,1,1,0,0,0,1,1,8,1,5,1,5.0,0,0,,,,,1
50931,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,8,2,1,2,2,18,4,3,4,3,1,4,3,5,8,4,4,3,2,3,3,3,2,4,3,2,3,1,11,50,2,1,0,0,0,1,1,4,2,6,1,5.0,0,0,,,,,1
50940,Front National / Rassemblement National,France,1,0,1,7,2,1,2,1,17,5,2,2,3,1,1,5,8,10,3,3,3,4,6,6,5,3,3,3,1,8,1,11,29,2,1,0,0,0,1,1,0,2,7,1,8.0,1,0,1.0,1.0,433.0,270.0,1
50940,Front National / Rassemblement National,France,1,0,1,10,1,0,6,2,14,4,2,2,2,2,2,6,10,10,5,4,4,3,2,2,4,2,2,2,3,5,2,11,64,1,1,0,0,0,1,1,4,1,5,1,8.0,1,0,1.0,1.0,433.0,270.0,1
50940,Front National / Rassemblement National,France,1,0,1,8,1,1,6,2,15,4,3,3,3,1,1,2,7,8,3,3,3,2,6,6,7,3,3,2,2,8,1,11,53,2,1,0,0,0,1,1,5,1,5,1,8.0,1,0,1.0,1.0,433.0,270.0,1
50994,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,9,1,1,0,2,12,5,2,2,3,1,1,4,10,10,1,3,3,3,0,0,0,1,2,1,2,10,1,11,56,2,1,0,0,0,1,1,8,1,6,1,5.0,0,0,,,,,1
50994,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,5,3,0,5,1,12,3,1,2,4,1,5,6,5,10,3,3,2,3,3,3,3,2,3,2,4,5,2,11,61,2,1,0,0,0,1,1,10,1,5,1,5.0,0,0,,,,,1
50994,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,8,1,0,2,2,19,5,1,1,1,1,1,10,8,8,1,2,1,4,6,6,7,1,1,1,4,5,2,11,22,2,1,0,0,0,1,1,6,1,5,1,5.0,0,0,,,,,1
50994,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,7,1,1,6,1,17,5,1,1,1,1,1,6,7,8,3,4,5,4,4,5,8,5,4,3,2,3,1,11,32,1,1,0,0,0,1,1,0,2,6,1,5.0,0,0,,,,,1
51054,La France Insoumise,France,1,1,0,1,3,0,9,2,12,5,1,2,3,2,4,5,8,7,1,2,1,2,7,7,9,3,1,2,2,8,1,11,72,1,1,0,0,0,1,1,8,1,2,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
51054,La France Insoumise,France,1,1,0,2,2,0,2,1,10,4,1,1,1,1,1,3,6,8,2,3,3,4,4,7,3,2,3,5,1,0,1,11,79,2,1,0,0,0,1,1,0,2,7,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
51054,La France Insoumise,France,1,1,0,8,1,1,5,2,16,3,1,1,1,1,1,5,7,7,4,4,5,3,4,4,5,2,3,3,3,6,2,11,34,2,1,0,0,0,1,1,1,2,7,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
51054,La France Insoumise,France,1,1,0,9,1,1,7,2,11,5,1,1,1,1,2,5,8,9,2,4,4,2,6,6,8,4,2,2,3,6,2,11,55,1,1,0,0,0,1,1,1,2,6,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
51054,La France Insoumise,France,1,1,0,10,1,1,2,2,17,3,1,1,2,2,3,4,8,8,4,4,2,5,2,1,2,2,2,3,2,3,2,11,62,2,1,0,0,0,1,1,9,2,7,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
51101,Front National / Rassemblement National,France,1,0,1,6,2,0,4,2,12,4,2,2,2,1,1,3,3,9,1,2,3,2,1,1,7,1,2,1,2,8,1,11,60,1,1,0,0,0,1,1,2,2,7,1,8.0,1,0,1.0,1.0,433.0,270.0,1
51101,Front National / Rassemblement National,France,1,0,1,2,2,0,0,1,11,2,3,3,3,2,3,5,8,9,2,5,2,3,0,0,2,1,1,1,4,5,2,11,68,1,1,0,0,0,1,1,3,1,6,1,8.0,1,0,1.0,1.0,433.0,270.0,1
51101,Front National / Rassemblement National,France,1,0,1,3,3,0,6,2,17,3,2,1,1,2,3,9,6,5,1,1,1,1,6,5,6,2,2,2,3,4,2,11,25,2,2,0,0,0,2,2,9,1,3,1,8.0,1,0,1.0,1.0,433.0,270.0,3
51101,Front National / Rassemblement National,France,1,0,1,7,2,1,5,2,16,3,1,4,4,4,4,5,0,10,2,3,1,3,1,1,2,1,1,1,3,10,1,11,51,1,1,0,0,0,1,1,9,1,3,1,8.0,1,0,1.0,1.0,433.0,270.0,1
51101,Front National / Rassemblement National,France,1,0,1,8,2,1,5,2,10,4,3,3,3,1,4,6,6,9,2,2,3,4,7,7,7,3,2,1,3,7,1,11,39,1,1,0,0,0,1,1,0,2,7,1,8.0,1,0,1.0,1.0,433.0,270.0,1
51102,Lutte ouvrière,France,0,0,0,3,1,0,0,1,12,2,2,2,2,1,1,10,6,10,1,3,6,4,0,2,2,1,1,2,4,5,2,11,58,2,2,0,0,0,1,1,0,2,7,1,1.0,0,1,1.0,0.0,617.0,1176.0,1
51102,Lutte ouvrière,France,0,0,0,8,1,1,3,2,16,4,2,3,1,2,4,6,7,10,2,3,4,2,4,5,7,3,3,3,2,2,1,11,44,2,1,0,0,0,1,1,7,1,5,1,1.0,0,1,1.0,0.0,617.0,1176.0,1
51112,La France Insoumise,France,1,1,0,6,3,1,6,2,12,3,2,3,3,2,3,1,6,8,2,2,1,2,5,3,5,3,3,3,2,5,2,11,51,1,1,0,0,0,1,1,4,1,6,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
51112,La France Insoumise,France,1,1,0,8,1,1,5,1,16,5,1,1,1,1,1,10,6,6,2,3,5,3,5,4,5,2,2,2,3,2,1,11,35,2,1,0,0,0,1,1,0,2,7,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
51146,Lutte ouvrière,France,0,0,0,9,1,1,5,1,12,3,1,1,1,1,1,4,8,8,4,4,5,2,2,5,7,2,2,4,3,0,1,11,31,2,1,0,0,0,1,1,0,2,7,1,1.0,0,1,1.0,0.0,617.0,1176.0,1
51146,Lutte ouvrière,France,0,0,0,1,2,0,0,1,9,3,1,1,1,1,2,10,7,10,1,1,1,1,10,8,8,3,4,2,1,0,2,11,59,2,1,0,0,0,1,1,10,1,6,1,1.0,0,1,1.0,0.0,617.0,1176.0,1
51146,Lutte ouvrière,France,0,0,0,9,1,1,5,2,15,2,1,1,1,1,2,6,3,10,3,4,3,3,2,1,2,2,3,2,3,5,2,11,42,1,1,0,0,0,1,1,0,2,7,1,1.0,0,1,1.0,0.0,617.0,1176.0,1
51146,Lutte ouvrière,France,0,0,0,8,2,0,4,2,8,4,2,2,2,2,2,8,6,8,2,2,2,2,2,2,2,2,2,2,2,2,1,11,65,1,1,0,0,0,1,1,4,1,3,1,1.0,0,1,1.0,0.0,617.0,1176.0,1
51190,La France Insoumise,France,1,1,0,6,1,0,4,2,8,5,3,3,3,2,2,4,6,7,2,2,3,3,4,4,4,2,2,2,3,6,1,11,70,2,1,0,0,0,1,1,7,1,4,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
51190,La France Insoumise,France,1,1,0,5,2,1,4,1,11,3,1,2,2,4,5,8,0,0,1,3,2,2,1,2,2,1,1,1,3,3,1,11,44,1,1,0,0,0,1,1,5,1,5,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
51221,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,6,1,1,8,2,13,5,2,2,2,1,1,8,3,8,5,5,2,3,5,5,6,3,4,3,3,4,2,11,36,2,1,0,0,0,1,1,0,2,7,1,5.0,0,0,,,,,1
51221,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,7,1,0,6,2,15,5,2,2,2,1,1,9,8,7,1,2,6,4,6,6,7,3,3,4,2,5,1,11,84,2,1,0,0,0,1,1,1,2,7,1,5.0,0,0,,,,,1
51221,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,4,3,0,6,1,11,3,4,4,4,2,1,6,5,4,3,2,3,2,5,4,4,3,2,2,4,5,2,11,53,2,1,0,0,0,1,1,1,2,6,1,5.0,0,0,,,,,2
51285,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,6,1,1,8,2,12,4,2,3,3,2,2,6,9,9,3,3,2,4,6,7,6,4,4,4,1,7,1,11,46,1,1,0,0,0,1,1,1,2,7,1,5.0,0,0,,,,,1
51285,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,9,1,1,4,1,16,5,1,2,2,1,4,4,8,8,2,3,5,5,7,6,7,3,3,2,1,6,1,11,62,2,1,0,0,0,1,1,8,1,3,1,5.0,0,0,,,,,1
51285,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,7,1,1,8,2,17,3,1,2,2,4,5,9,10,10,1,5,1,5,3,2,9,2,2,3,2,6,1,11,39,1,1,0,0,0,1,1,9,1,3,1,5.0,0,0,,,,,1
51285,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,1,3,0,5,2,11,3,1,4,3,4,4,9,0,9,2,2,2,5,6,1,8,1,2,2,3,5,1,11,58,1,1,0,0,0,1,1,6,1,5,1,5.0,0,0,,,,,1
51297,La France Insoumise,France,1,1,0,2,2,0,4,2,6,3,1,3,4,2,2,3,3,10,2,4,2,3,7,5,7,2,3,3,2,5,2,11,70,2,1,0,0,0,1,1,9,1,4,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
51308,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,8,1,0,3,2,14,5,1,2,2,1,1,8,7,8,2,2,2,4,7,6,7,3,2,2,1,3,2,11,77,2,1,0,0,0,1,1,5,1,6,1,5.0,0,0,,,,,1
51308,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,3,2,1,5,2,12,5,1,1,1,5,5,1,5,8,2,4,2,6,3,3,3,2,1,1,3,5,1,11,62,2,1,0,0,0,2,1,6,1,5,1,5.0,0,0,,,,,1
51345,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,4,3,1,4,2,17,1,2,2,2,1,1,5,7,8,3,3,3,2,5,4,5,2,3,1,2,2,1,11,36,2,1,0,0,0,1,1,6,1,6,1,5.0,0,0,,,,,1
51345,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,7,2,0,4,1,11,5,4,2,3,1,2,0,5,10,1,3,1,2,0,0,3,1,1,2,3,5,1,11,65,2,1,0,0,0,1,1,5,1,7,1,5.0,0,0,,,,,1
51345,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,5,2,0,2,2,6,2,2,2,2,4,2,6,9,10,5,5,2,2,2,2,2,2,2,2,2,3,2,11,68,2,1,0,0,0,1,1,7,1,3,1,5.0,0,0,,,,,1
51360,La France Insoumise,France,1,1,0,7,2,0,4,2,12,5,1,1,1,1,1,5,3,9,5,5,5,4,2,4,1,4,1,2,2,3,2,11,19,1,1,0,0,0,1,1,2,1,6,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
51360,La France Insoumise,France,1,1,0,3,2,0,2,2,14,2,3,3,2,2,2,10,10,10,4,4,5,5,5,4,6,3,1,2,3,4,1,11,72,2,1,0,0,0,1,1,5,2,6,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
51360,La France Insoumise,France,1,1,0,4,1,0,5,2,9,3,2,3,3,2,2,5,10,10,1,2,3,4,0,0,5,2,2,1,3,7,2,11,86,1,1,0,0,0,1,1,7,2,6,1,3.0,0,1,1.0,1.0,5858.0,2644.0,1
51393,Front National / Rassemblement National,France,1,0,1,5,2,0,5,2,12,5,3,4,2,2,3,4,5,9,1,2,2,3,5,4,0,2,1,1,4,5,1,11,63,2,1,0,0,0,1,1,5,2,7,1,8.0,1,0,1.0,1.0,433.0,270.0,1
51393,Front National / Rassemblement National,France,1,0,1,4,2,1,4,2,12,5,3,3,3,2,4,4,4,3,2,2,3,3,2,3,4,1,1,1,4,5,2,11,25,1,1,0,0,0,1,1,6,1,4,1,8.0,1,0,1.0,1.0,433.0,270.0,2
51400,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,10,1,1,7,2,15,5,1,2,2,1,1,4,8,10,2,3,2,2,7,7,7,3,3,2,2,4,1,11,39,2,1,0,0,0,1,1,2,2,7,1,5.0,0,0,,,,,1
51400,"Ensemble ! (LREM, MODEM et Horizons)",France,0,0,0,5,3,1,5,2,12,3,1,3,4,1,5,6,4,10,2,3,2,2,3,3,3,2,2,3,4,5,2,11,57,2,1,0,0,0,1,1,8,1,5,1,5.0,0,0,,,,,1
