uuid,year,valuation,revenue
5ea534b1-ea7e-4d96-afdc-f0c0a17e86a5,2019,11096000000.0,738200000.0
5ea534b1-ea7e-4d96-afdc-f0c0a17e86a5,2020,16949000000.0,904400000.0
5ea534b1-ea7e-4d96-afdc-f0c0a17e86a5,2021,18807000000.0,1098800000.0
5ea534b1-ea7e-4d96-afdc-f0c0a17e86a5,2022,21172000000.0,1305300000.0
5ea534b1-ea7e-4d96-afdc-f0c0a17e86a5,2023,15863000000.0,1697100000.0
44b445c3-fd8f-4211-b10e-1a42ee651275,2021,5013000000.0,540798000.0
44b445c3-fd8f-4211-b10e-1a42ee651275,2022,1351000000.0,598112000.0
44b445c3-fd8f-4211-b10e-1a42ee651275,2023,1442000000.0,669765000.0
ab3b4415-636e-49ad-b685-ea3c4c282685,2023,280000000.0,28000000.0
ab3b4415-636e-49ad-b685-ea3c4c282685,2024,374000000.0,55530000.0
ab3b4415-636e-49ad-b685-ea3c4c282685,2025,374000000.0,97000000.0
1a9951f9-faf5-4c6b-857c-70ec924c79c1,2021,6310000000.0,6261000.0
1a9951f9-faf5-4c6b-857c-70ec924c79c1,2022,-565500000.0,9369000.0
196b5a63-0835-4d28-9f8c-f8ed3d662778,2018,5520000000.0,1842912000.0
196b5a63-0835-4d28-9f8c-f8ed3d662778,2019,10754000000.0,2293798000.0
196b5a63-0835-4d28-9f8c-f8ed3d662778,2020,18741000000.0,2659478000.0
196b5a63-0835-4d28-9f8c-f8ed3d662778,2021,36468000000.0,3758144000.0
196b5a63-0835-4d28-9f8c-f8ed3d662778,2022,17168000000.0,4824698000.0
196b5a63-0835-4d28-9f8c-f8ed3d662778,2023,15120000000.0,4690540000.0
9c019794-804e-4bf4-832d-e9cd67a60b98,2020,162072000000.0,13362370000.0
9c019794-804e-4bf4-832d-e9cd67a60b98,2021,247283000000.0,16184553000.0
9c019794-804e-4bf4-832d-e9cd67a60b98,2022,115038000000.0,20420000000.0
9c019794-804e-4bf4-832d-e9cd67a60b98,2023,196550000000.0,25510000000.0
9c019794-804e-4bf4-832d-e9cd67a60b98,2024,182894000000.0,33878000000.0
57b41821-a620-477c-be17-e34b9521c8fe,2024,83863636.0,89704545.0
57b41821-a620-477c-be17-e34b9521c8fe,2025,78568181.0,95886363.0
43853740-bc6b-4f86-ae8e-fd873ae75447,2020,20806000000.0,622658000.0
43853740-bc6b-4f86-ae8e-fd873ae75447,2021,106363000000.0,2651368000.0
43853740-bc6b-4f86-ae8e-fd873ae75447,2022,40555000000.0,4099864000.0
43853740-bc6b-4f86-ae8e-fd873ae75447,2023,16512000000.0,4392960000.0
43853740-bc6b-4f86-ae8e-fd873ae75447,2024,12706000000.0,4527224000.0
9b9271d9-2d31-4bfa-aab9-00b613ba9e07,2020,1354000000.0,0.0
9b9271d9-2d31-4bfa-aab9-00b613ba9e07,2021,1256000000.0,0.0
9b9271d9-2d31-4bfa-aab9-00b613ba9e07,2022,3787000000.0,0.0
9b9271d9-2d31-4bfa-aab9-00b613ba9e07,2023,5976000000.0,0.0
f28d0c7b-c87e-4d99-a8e3-12db99e5aa77,2024,2079000000.0,201600000.0
f28d0c7b-c87e-4d99-a8e3-12db99e5aa77,2025,2079000000.0,263600000.0
f28d0c7b-c87e-4d99-a8e3-12db99e5aa77,2026,2079000000.0,374500000.0
765c9a17-a9b9-4eae-8294-147bb50f5769,2023,834000000.0,440000000.0
765c9a17-a9b9-4eae-8294-147bb50f5769,2024,925200000.0,494500000.0
765c9a17-a9b9-4eae-8294-147bb50f5769,2025,1021000000.0,554100000.0
765c9a17-a9b9-4eae-8294-147bb50f5769,2019,788600000.0,750000000.0
765c9a17-a9b9-4eae-8294-147bb50f5769,2020,1482000000.0,657000000.0
765c9a17-a9b9-4eae-8294-147bb50f5769,2021,821400000.0,638000000.0
765c9a17-a9b9-4eae-8294-147bb50f5769,2022,821600000.0,471000000.0
06bcdd17-b179-417d-8ed6-c9e399d584f1,2026,2457000000.0,763900000.0
06bcdd17-b179-417d-8ed6-c9e399d584f1,2025,2548000000.0,684100000.0
06bcdd17-b179-417d-8ed6-c9e399d584f1,2024,2593000000.0,611900000.0
ed1ae6e8-bbd9-4a3a-b84b-1f758b4c44c6,2017,6766000000.0,943564000.0
ed1ae6e8-bbd9-4a3a-b84b-1f758b4c44c6,2018,11994000000.0,1309132000.0
ed1ae6e8-bbd9-4a3a-b84b-1f758b4c44c6,2019,17216000000.0,1803010000.0
ed1ae6e8-bbd9-4a3a-b84b-1f758b4c44c6,2020,24140000000.0,2358926000.0
ed1ae6e8-bbd9-4a3a-b84b-1f758b4c44c6,2021,27133000000.0,2229385000.0
ed1ae6e8-bbd9-4a3a-b84b-1f758b4c44c6,2022,21053000000.0,2673664000.0
ed1ae6e8-bbd9-4a3a-b84b-1f758b4c44c6,2023,17546000000.0,3653708000.0
6de7fa8f-8dbd-49ef-8978-08d86924eabd,2021,140000000.0,77272727.0
6de7fa8f-8dbd-49ef-8978-08d86924eabd,2022,140000000.0,67272727.0
8b9c7c1d-cf1c-4249-b97b-f551567abdcf,2018,2022000000.0,
8b9c7c1d-cf1c-4249-b97b-f551567abdcf,2019,4602000000.0,0.0
8b9c7c1d-cf1c-4249-b97b-f551567abdcf,2020,6691000000.0,0.0
8b9c7c1d-cf1c-4249-b97b-f551567abdcf,2021,107500000.0,0.0
8b9c7c1d-cf1c-4249-b97b-f551567abdcf,2022,437600000.0,0.0
8b9c7c1d-cf1c-4249-b97b-f551567abdcf,2023,68020000.0,0.0
4aa42da3-3f4e-4123-b38f-9ad5e0579a21,2020,195603100000.0,15784312500.0
4aa42da3-3f4e-4123-b38f-9ad5e0579a21,2021,146966875000.0,24630100000.0
4aa42da3-3f4e-4123-b38f-9ad5e0579a21,2022,121426250000.0,30243812500.0
4aa42da3-3f4e-4123-b38f-9ad5e0579a21,2023,48706075000.0,38052437500.0
b61c4a61-873d-4349-9d0a-c2e20c0858aa,2018,1071000000.0,1000000.0
b61c4a61-873d-4349-9d0a-c2e20c0858aa,2019,383100000.0,2908000.0
b61c4a61-873d-4349-9d0a-c2e20c0858aa,2020,314300000.0,242000.0
b61c4a61-873d-4349-9d0a-c2e20c0858aa,2021,68110000.0,2330000.0
b61c4a61-873d-4349-9d0a-c2e20c0858aa,2022,-53950000.0,6194000.0
b61c4a61-873d-4349-9d0a-c2e20c0858aa,2023,879800000.0,1698000.0
4ff3f12d-da41-4409-b45d-e54eaa864b04,2020,2014000000.0,0.0
4ff3f12d-da41-4409-b45d-e54eaa864b04,2021,554300000.0,0.0
4ff3f12d-da41-4409-b45d-e54eaa864b04,2022,265399999.0,0.0
4ff3f12d-da41-4409-b45d-e54eaa864b04,2023,-81290000.0,0.0
0e52c571-fdc5-43d2-9069-b71d3cc752bd,2017,502000000.0,132000000.0
0e52c571-fdc5-43d2-9069-b71d3cc752bd,2018,303000000.0,156000000.0
0e52c571-fdc5-43d2-9069-b71d3cc752bd,2019,154000000.0,143000000.0
8b6e7f09-6989-4c41-9d3d-fd2802ddbb33,2021,353500000.0,378604000.0
8b6e7f09-6989-4c41-9d3d-fd2802ddbb33,2022,642300000.0,507406000.0
8b6e7f09-6989-4c41-9d3d-fd2802ddbb33,2023,257600000.0,535315000.0
8b6e7f09-6989-4c41-9d3d-fd2802ddbb33,2024,219700000.0,490184000.0
8b6e7f09-6989-4c41-9d3d-fd2802ddbb33,2027,375700000.0,611400000.0
8b6e7f09-6989-4c41-9d3d-fd2802ddbb33,2025,375700000.0,496000000.0
8b6e7f09-6989-4c41-9d3d-fd2802ddbb33,2026,375700000.0,545700000.0
fd8fd4c9-c067-4580-80c6-0aaa907164d1,2021,184700000.0,10175258.0
fd8fd4c9-c067-4580-80c6-0aaa907164d1,2022,-58460000.0,9292724.0
fd8fd4c9-c067-4580-80c6-0aaa907164d1,2023,-3335000.0,18111491.0
a1aea974-6e52-4147-8d24-6f040aaf09c9,2020,7385000000.0,348000000.0
a1aea974-6e52-4147-8d24-6f040aaf09c9,2021,9143000000.0,448000000.0
a1aea974-6e52-4147-8d24-6f040aaf09c9,2022,6580000000.0,584000000.0
e273f948-0414-440e-8fac-0d616f27b230,2017,6763000000.0,4720895000.0
e273f948-0414-440e-8fac-0d616f27b230,2018,7913000000.0,6779174000.0
e273f948-0414-440e-8fac-0d616f27b230,2019,8885000000.0,9127057000.0
e273f948-0414-440e-8fac-0d616f27b230,2020,22524000000.0,14145156000.0
e273f948-0414-440e-8fac-0d616f27b230,2021,20513000000.0,13708000000.0
e273f948-0414-440e-8fac-0d616f27b230,2022,5382000000.0,12218000000.0
e273f948-0414-440e-8fac-0d616f27b230,2023,9018000000.0,12003000000.0
a0998536-a650-412e-8e38-888efca5b188,2020,2127000000.0,427000000.0
a0998536-a650-412e-8e38-888efca5b188,2021,2400000000.0,501000000.0
a0998536-a650-412e-8e38-888efca5b188,2022,4949000000.0,596000000.0
da0db6e0-3034-42ae-85af-00606c6adab2,2024,9530000000.0,709900000.0
da0db6e0-3034-42ae-85af-00606c6adab2,2025,9457000000.0,1026000000.0
da0db6e0-3034-42ae-85af-00606c6adab2,2026,9360000000.0,1298000000.0
a5cfde98-fa24-4cb6-bb1c-ab79bd0077e1,2018,3123000000.0,248069000.0
a5cfde98-fa24-4cb6-bb1c-ab79bd0077e1,2019,8312000000.0,351318000.0
a5cfde98-fa24-4cb6-bb1c-ab79bd0077e1,2020,17810000000.0,494366000.0
a5cfde98-fa24-4cb6-bb1c-ab79bd0077e1,2021,8148000000.0,535031000.0
a5cfde98-fa24-4cb6-bb1c-ab79bd0077e1,2022,8148000000.0,537840000.0
a5cfde98-fa24-4cb6-bb1c-ab79bd0077e1,2023,1923000000.0,509338000.0
ae97f6f0-0ed1-4c5d-98e3-07d2b9674900,2023,2140000000.0,0.0
b044f4b4-feac-410e-b9fe-5791d8e98010,2023,699100000.0,1904600000.0
b044f4b4-feac-410e-b9fe-5791d8e98010,2024,588800000.0,1935300000.0
d5692219-b0b6-4a8b-bb42-a72c274ea7c6,2021,4039000000.0,395524000.0
d5692219-b0b6-4a8b-bb42-a72c274ea7c6,2022,847900000.0,497001000.0
d5692219-b0b6-4a8b-bb42-a72c274ea7c6,2023,2042000000.0,614490000.0
606065bf-1ceb-4756-9018-afe76dbc80b2,2018,16125000000.0,5645346636.0
606065bf-1ceb-4756-9018-afe76dbc80b2,2019,22728000000.0,6764000000.0
606065bf-1ceb-4756-9018-afe76dbc80b2,2020,47598000000.0,7880000000.0
606065bf-1ceb-4756-9018-afe76dbc80b2,2021,37700000000.0,9668000000.0
606065bf-1ceb-4756-9018-afe76dbc80b2,2022,12600000000.0,11727000000.0
606065bf-1ceb-4756-9018-afe76dbc80b2,2023,30656000000.0,13247000000.0
55067134-ae2f-4b8c-84bb-5a59c71ee80a,2017,1962000000.0,230828000.0
55067134-ae2f-4b8c-84bb-5a59c71ee80a,2018,2654000000.0,278889000.0
55067134-ae2f-4b8c-84bb-5a59c71ee80a,2019,2813000000.0,321607000.0
55067134-ae2f-4b8c-84bb-5a59c71ee80a,2020,4399000000.0,362963000.0
55067134-ae2f-4b8c-84bb-5a59c71ee80a,2021,4922000000.0,411172000.0
55067134-ae2f-4b8c-84bb-5a59c71ee80a,2022,3942000000.0,489723000.0
55067134-ae2f-4b8c-84bb-5a59c71ee80a,2023,6795000000.0,554458000.0
050cbe8c-ab1d-4ee7-8fb1-0a05f221e50c,2018,7380000000.0,1391700000.0
050cbe8c-ab1d-4ee7-8fb1-0a05f221e50c,2019,6494000000.0,1661300000.0
050cbe8c-ab1d-4ee7-8fb1-0a05f221e50c,2020,9134000000.0,1913900000.0
050cbe8c-ab1d-4ee7-8fb1-0a05f221e50c,2021,9081000000.0,2157900000.0
050cbe8c-ab1d-4ee7-8fb1-0a05f221e50c,2022,7908000000.0,2324900000.0
050cbe8c-ab1d-4ee7-8fb1-0a05f221e50c,2023,10215000000.0,2501600000.0
e4b40043-86f1-48c8-8508-ff4eac41c8df,2017,7382000000.0,626684000.0
e4b40043-86f1-48c8-8508-ff4eac41c8df,2018,13717000000.0,880978000.0
e4b40043-86f1-48c8-8508-ff4eac41c8df,2019,29827000000.0,1210127000.0
e4b40043-86f1-48c8-8508-ff4eac41c8df,2020,43908000000.0,1614173000.0
e4b40043-86f1-48c8-8508-ff4eac41c8df,2021,64241000000.0,2089132000.0
e4b40043-86f1-48c8-8508-ff4eac41c8df,2022,47255000000.0,2802882000.0
e4b40043-86f1-48c8-8508-ff4eac41c8df,2023,42025000000.0,3534647000.0
e4b40043-86f1-48c8-8508-ff4eac41c8df,2024,44851000000.0,4358603000.0
37142901-d5f7-479c-83c7-e92f4085ebdb,2017,707000000.0,
37142901-d5f7-479c-83c7-e92f4085ebdb,2018,1297000000.0,
c762a0f5-5cc6-44ca-b418-b43183b20484,2023,396800000.0,36450000.0
c762a0f5-5cc6-44ca-b418-b43183b20484,2024,14930000.0,43900000.0
c762a0f5-5cc6-44ca-b418-b43183b20484,2025,14930000.0,95900000.0
acd711dd-6fdc-401b-abad-4fad4d2452ad,2018,407700000.0,8353000.0
acd711dd-6fdc-401b-abad-4fad4d2452ad,2019,405200000.0,15000000.0
acd711dd-6fdc-401b-abad-4fad4d2452ad,2020,956800000.0,77517000.0
acd711dd-6fdc-401b-abad-4fad4d2452ad,2021,2344000000.0,382882000.0
acd711dd-6fdc-401b-abad-4fad4d2452ad,2022,488400000.0,112000000.0
acd711dd-6fdc-401b-abad-4fad4d2452ad,2023,670700000.0,117000000.0
ddcbab45-429d-4389-8377-dec821856208,2019,859000000.0,227768000.0
ddcbab45-429d-4389-8377-dec821856208,2020,1579000000.0,228732000.0
ddcbab45-429d-4389-8377-dec821856208,2021,2878000000.0,222990000.0
ddcbab45-429d-4389-8377-dec821856208,2022,5015000000.0,331856000.0
ddcbab45-429d-4389-8377-dec821856208,2023,3275000000.0,337606000.0
ddcbab45-429d-4389-8377-dec821856208,2024,1896000000.0,226474000.0
0a6b16e7-c878-48f8-9ab9-6c74dc32238c,2021,28551000000.0,4581900000.0
0a6b16e7-c878-48f8-9ab9-6c74dc32238c,2022,24683000000.0,7060200000.0
0a6b16e7-c878-48f8-9ab9-6c74dc32238c,2023,33257000000.0,8843700000.0
67501517-c8ee-4992-aaab-263d53788cd9,2026,1498000000.0,1633000000.0
67501517-c8ee-4992-aaab-263d53788cd9,2025,1442000000.0,1478000000.0
b044f4b4-feac-410e-b9fe-5791d8e98010,2027,722700000.0,2376000000.0
b044f4b4-feac-410e-b9fe-5791d8e98010,2025,670200000.0,2030000000.0
b044f4b4-feac-410e-b9fe-5791d8e98010,2026,726600000.0,2199000000.0
13a7cafa-bd84-4523-a732-1d7aa6523438,2019,2673000000.0,1781194000.0
13a7cafa-bd84-4523-a732-1d7aa6523438,2020,4813000000.0,2115212000.0
13a7cafa-bd84-4523-a732-1d7aa6523438,2021,17108000000.0,3219509000.0
13a7cafa-bd84-4523-a732-1d7aa6523438,2022,12709000000.0,4457695000.0
13a7cafa-bd84-4523-a732-1d7aa6523438,2023,14288000000.0,4087832000.0
13a7cafa-bd84-4523-a732-1d7aa6523438,2018,1438000000.0,
13a7cafa-bd84-4523-a732-1d7aa6523438,2024,13982000000.0,4080000000.0
13a7cafa-bd84-4523-a732-1d7aa6523438,2025,13672000000.0,4460000000.0
13a7cafa-bd84-4523-a732-1d7aa6523438,2026,13423000000.0,4923000000.0
31316431-c097-45c0-8050-4bb876c2ebf5,2020,7645000000.0,3303000000.0
31316431-c097-45c0-8050-4bb876c2ebf5,2021,11491000000.0,3090000000.0
31316431-c097-45c0-8050-4bb876c2ebf5,2022,10922000000.0,3463000000.0
31eb6b0a-39a6-4abd-8c82-781619d8ad17,2021,1475000000.0,0.0
31eb6b0a-39a6-4abd-8c82-781619d8ad17,2022,211100000.0,0.0
31eb6b0a-39a6-4abd-8c82-781619d8ad17,2023,8368000.0,0.0
c74a62e0-f84a-42af-9176-c3628cf6fb74,2017,154461728.0,292165432.0
c74a62e0-f84a-42af-9176-c3628cf6fb74,2018,508946914.0,355802469.0
77e08003-4c14-4aa8-a355-e2a162db416c,2020,50146000000.0,5739989000.0
77e08003-4c14-4aa8-a355-e2a162db416c,2021,19086000000.0,6866262000.0
77e08003-4c14-4aa8-a355-e2a162db416c,2022,8017000000.0,9367595000.0
77e08003-4c14-4aa8-a355-e2a162db416c,2023,2198000000.0,10506250000.0
1d14aa2f-448e-4987-bdcb-70ef2fe37d36,2020,819256000000.0,1455538000000.0
1d14aa2f-448e-4987-bdcb-70ef2fe37d36,2021,817503000000.0,1681757000000.0
1d14aa2f-448e-4987-bdcb-70ef2fe37d36,2022,1004995000000.0,1927878000000.0
1d14aa2f-448e-4987-bdcb-70ef2fe37d36,2023,830264000000.0,2071315000000.0
e67e41bd-8591-496f-a6d6-704669e29450,2024,11875000000.0,920900000.0
e67e41bd-8591-496f-a6d6-704669e29450,2025,12568000000.0,1133000000.0
e67e41bd-8591-496f-a6d6-704669e29450,2026,12568000000.0,1369000000.0
909f516f-bd5a-449c-a4f6-3769ad3a183c,2021,7056000000.0,7780275000.0
909f516f-bd5a-449c-a4f6-3769ad3a183c,2022,2933000000.0,9869424000.0
909f516f-bd5a-449c-a4f6-3769ad3a183c,2023,3047000000.0,12965782000.0
d72ec774-0cd3-4113-ba75-e7b0a8973a2e,2018,10709325000.0,3780125400.0
d72ec774-0cd3-4113-ba75-e7b0a8973a2e,2019,15482637500.0,3986627975.0
d72ec774-0cd3-4113-ba75-e7b0a8973a2e,2020,12529825000.0,4084742062.0
d72ec774-0cd3-4113-ba75-e7b0a8973a2e,2021,4852100000.0,4201224362.0
d72ec774-0cd3-4113-ba75-e7b0a8973a2e,2022,5968187500.0,3987162850.0
d72ec774-0cd3-4113-ba75-e7b0a8973a2e,2023,5822437500.0,4382489512.0
d86c224d-a45b-4f0d-8668-7ffae243f852,2024,14665000000.0,11870000000.0
947a66b0-d108-420c-bc6c-f6bc6be8d346,2020,4650000000.0,365000000.0
947a66b0-d108-420c-bc6c-f6bc6be8d346,2021,3696000000.0,417000000.0
947a66b0-d108-420c-bc6c-f6bc6be8d346,2022,3670000000.0,487000000.0
ea5b22d6-db33-4f20-9cfa-bab5bea60024,2017,298906667.0,20533333.0
ea5b22d6-db33-4f20-9cfa-bab5bea60024,2018,201226666.0,5573333.0
ea5b22d6-db33-4f20-9cfa-bab5bea60024,2019,1040160000.0,6013333.0
fe84cac3-a624-4fe3-86d1-f8716817ac1d,2018,2812000000.0,243000.0
fe84cac3-a624-4fe3-86d1-f8716817ac1d,2019,2636000000.0,0.0
fe84cac3-a624-4fe3-86d1-f8716817ac1d,2020,2713000000.0,0.0
fe84cac3-a624-4fe3-86d1-f8716817ac1d,2021,2126000000.0,38489000.0
fe84cac3-a624-4fe3-86d1-f8716817ac1d,2022,890000000.0,243000.0
19a5bc56-67da-48ce-9bc9-f32faebf195a,2017,15239000000.0,1574440000.0
19a5bc56-67da-48ce-9bc9-f32faebf195a,2018,23400000000.0,2143050000.0
19a5bc56-67da-48ce-9bc9-f32faebf195a,2019,39363000000.0,2822180000.0
19a5bc56-67da-48ce-9bc9-f32faebf195a,2020,41783000000.0,3627206000.0
19a5bc56-67da-48ce-9bc9-f32faebf195a,2021,53053000000.0,4317996000.0
19a5bc56-67da-48ce-9bc9-f32faebf195a,2022,61448000000.0,5138798000.0
19a5bc56-67da-48ce-9bc9-f32faebf195a,2023,43485000000.0,6215818000.0
19a5bc56-67da-48ce-9bc9-f32faebf195a,2024,71718000000.0,7259000000.0
6e8afdc0-979f-4626-aa0f-4744fe841e72,2021,3537000000.0,142835000.0
6e8afdc0-979f-4626-aa0f-4744fe841e72,2022,687900000.0,169495000.0
6e8afdc0-979f-4626-aa0f-4744fe841e72,2023,182400000.0,150687000.0
e52a9508-3662-4ffb-b66c-90d072c5abde,2026,3224000000.0,7199000000.0
7a4bad47-3582-4d04-b6b2-dd711a580484,2018,3820000000.0,
7a4bad47-3582-4d04-b6b2-dd711a580484,2019,9777000000.0,532084000.0
7a4bad47-3582-4d04-b6b2-dd711a580484,2020,27577000000.0,693723000.0
7a4bad47-3582-4d04-b6b2-dd711a580484,2021,35787000000.0,931980000.0
7a4bad47-3582-4d04-b6b2-dd711a580484,2022,28763000000.0,1275700000.0
7a4bad47-3582-4d04-b6b2-dd711a580484,2023,36241000000.0,1642000000.0
475509be-73ad-4c37-8ed6-f03beeb634f3,2017,1726000000.0,739171000.0
475509be-73ad-4c37-8ed6-f03beeb634f3,2018,3769000000.0,1024762000.0
475509be-73ad-4c37-8ed6-f03beeb634f3,2019,3338000000.0,1359824000.0
475509be-73ad-4c37-8ed6-f03beeb634f3,2020,3930000000.0,1643440000.0
475509be-73ad-4c37-8ed6-f03beeb634f3,2021,6841000000.0,1684179000.0
475509be-73ad-4c37-8ed6-f03beeb634f3,2022,7022000000.0,2180848000.0
475509be-73ad-4c37-8ed6-f03beeb634f3,2023,7468000000.0,2753434000.0
706d6ab6-b4d7-4b40-8c3c-ac078cc08d9f,2020,747700000.0,6890000.0
706d6ab6-b4d7-4b40-8c3c-ac078cc08d9f,2021,800300000.0,12466000.0
706d6ab6-b4d7-4b40-8c3c-ac078cc08d9f,2022,625200000.0,35978000.0
ec609bb4-cc98-4648-a4d8-f584401db6b4,2020,1897272727.0,0.0
ec609bb4-cc98-4648-a4d8-f584401db6b4,2021,992727272.0,30833636.0
ec609bb4-cc98-4648-a4d8-f584401db6b4,2022,82018181.0,190825454.0
ec609bb4-cc98-4648-a4d8-f584401db6b4,2023,-18290909.0,63234545.0
1b778f1d-19b1-4252-b4c0-f4b21f0fe452,2018,1030040000.0,11284000.0
9da3faf3-d4ab-4dc3-aecc-1fbc6398c545,2017,1584000000.0,413439000.0
9da3faf3-d4ab-4dc3-aecc-1fbc6398c545,2018,1947000000.0,522309999.0
9da3faf3-d4ab-4dc3-aecc-1fbc6398c545,2019,3912000000.0,659325000.0
9da3faf3-d4ab-4dc3-aecc-1fbc6398c545,2020,8356000000.0,814139000.0
9da3faf3-d4ab-4dc3-aecc-1fbc6398c545,2021,12580000000.0,1297078000.0
9da3faf3-d4ab-4dc3-aecc-1fbc6398c545,2022,6688000000.0,1780243000.0
9da3faf3-d4ab-4dc3-aecc-1fbc6398c545,2023,9911000000.0,2095939000.0
9da3faf3-d4ab-4dc3-aecc-1fbc6398c545,2025,9560000000.0,2759000000.0
9da3faf3-d4ab-4dc3-aecc-1fbc6398c545,2026,9326000000.0,3232000000.0
843534ab-e519-4e4a-aadc-9dc6262d175f,2017,925000000.0,166000000.0
843534ab-e519-4e4a-aadc-9dc6262d175f,2018,1285000000.0,383000000.0
843534ab-e519-4e4a-aadc-9dc6262d175f,2019,1010000000.0,292819000.0
843534ab-e519-4e4a-aadc-9dc6262d175f,2020,1216000000.0,1033054000.0
843534ab-e519-4e4a-aadc-9dc6262d175f,2021,1414000000.0,476760000.0
843534ab-e519-4e4a-aadc-9dc6262d175f,2022,975200000.0,552566000.0
843534ab-e519-4e4a-aadc-9dc6262d175f,2023,777500000.0,303900000.0
843534ab-e519-4e4a-aadc-9dc6262d175f,2024,883100000.0,338400000.0
843534ab-e519-4e4a-aadc-9dc6262d175f,2025,875100000.0,375400000.0
843534ab-e519-4e4a-aadc-9dc6262d175f,2026,863400000.0,408800000.0
ccd4b884-3ea1-4825-8c7a-e86431e7c274,2018,331000000.0,174215000.0
ccd4b884-3ea1-4825-8c7a-e86431e7c274,2019,961000000.0,230239000.0
ccd4b884-3ea1-4825-8c7a-e86431e7c274,2020,14330000000.0,-100469000.0
ccd4b884-3ea1-4825-8c7a-e86431e7c274,2021,13005000000.0,502342000.0
ccd4b884-3ea1-4825-8c7a-e86431e7c274,2022,6723000000.0,701440000.0
ccd4b884-3ea1-4825-8c7a-e86431e7c274,2023,3203000000.0,891340000.0
e294be4b-86a4-472c-aec5-818f06d05052,2023,3836000.0,2497000000.0
e294be4b-86a4-472c-aec5-818f06d05052,2024,3836000.0,3100000000.0
e294be4b-86a4-472c-aec5-818f06d05052,2025,3836000.0,3576000000.0
e294be4b-86a4-472c-aec5-818f06d05052,2018,4142000000.0,602384000.0
e294be4b-86a4-472c-aec5-818f06d05052,2019,2900000000.0,1021037000.0
e294be4b-86a4-472c-aec5-818f06d05052,2020,20923000000.0,1673922000.0
e294be4b-86a4-472c-aec5-818f06d05052,2021,11673000000.0,2256608000.0
e294be4b-86a4-472c-aec5-818f06d05052,2022,2177000000.0,2316680000.0
1580064b-010a-4a03-85a6-1f860830e72e,2025,-165400000.0,127300000.0
1580064b-010a-4a03-85a6-1f860830e72e,2026,-192000000.0,106700000.0
1580064b-010a-4a03-85a6-1f860830e72e,2024,-144000000.0,62840000.0
18570c58-cd84-4fb4-9cb9-97bc7759884e,2018,981000000.0,170201000.0
18570c58-cd84-4fb4-9cb9-97bc7759884e,2019,1435000000.0,228283000.0
18570c58-cd84-4fb4-9cb9-97bc7759884e,2020,1459000000.0,298829000.0
18570c58-cd84-4fb4-9cb9-97bc7759884e,2021,1832000000.0,354661000.0
18570c58-cd84-4fb4-9cb9-97bc7759884e,2022,789400000.0,390577000.0
18570c58-cd84-4fb4-9cb9-97bc7759884e,2023,848600000.0,400850000.0
18570c58-cd84-4fb4-9cb9-97bc7759884e,2024,735800000.0,404322000.0
df63b689-6c4b-4450-bd5e-fdd555f969d9,2020,981000000.0,36307000.0
df63b689-6c4b-4450-bd5e-fdd555f969d9,2021,2227000000.0,127371000.0
df63b689-6c4b-4450-bd5e-fdd555f969d9,2022,1660000000.0,362980000.0
df63b689-6c4b-4450-bd5e-fdd555f969d9,2023,1082000000.0,461515000.0
5e71cd4f-8016-49d8-ab70-0684dc8569a1,2024,79893000000.0,21390000000.0
5e71cd4f-8016-49d8-ab70-0684dc8569a1,2025,69969000000.0,24719000000.0
5e71cd4f-8016-49d8-ab70-0684dc8569a1,2026,64763000000.0,28957000000.0
fd3cf7aa-1703-4023-a8c3-6992f2acd47a,2017,943000000.0,75422000.0
fd3cf7aa-1703-4023-a8c3-6992f2acd47a,2018,592600000.0,75422000.0
fd3cf7aa-1703-4023-a8c3-6992f2acd47a,2019,1747000000.0,0.0
fd3cf7aa-1703-4023-a8c3-6992f2acd47a,2020,3770000000.0,250646000.0
fd3cf7aa-1703-4023-a8c3-6992f2acd47a,2021,4173000000.0,66563000.0
fd3cf7aa-1703-4023-a8c3-6992f2acd47a,2022,5259000000.0,75422000.0
fd3cf7aa-1703-4023-a8c3-6992f2acd47a,2023,6835000000.0,396591000.0
f83de296-e147-4368-a60d-1fba4ea5ebcd,2021,4503000000.0,1338217500.0
f83de296-e147-4368-a60d-1fba4ea5ebcd,2022,5707000000.0,2251229000.0
f83de296-e147-4368-a60d-1fba4ea5ebcd,2023,8936000000.0,2546329250.0
f83de296-e147-4368-a60d-1fba4ea5ebcd,2024,5207000000.0,1044000000.0
7e650be5-e30b-4a19-93e4-b7aca426f7d8,2024,151806000000.0,127216000000.0
7e650be5-e30b-4a19-93e4-b7aca426f7d8,2026,103756000000.0,154627000000.0
7e650be5-e30b-4a19-93e4-b7aca426f7d8,2025,131782000000.0,140938000000.0
ca6e2fe1-f7bf-4a8d-ae79-1d1b0dee6226,2026,1613000000.0,
b360b615-d958-470a-8894-3242adae850e,2017,15723000000.0,1646186000.0
b360b615-d958-470a-8894-3242adae850e,2018,13972000000.0,2151369000.0
b360b615-d958-470a-8894-3242adae850e,2019,12815000000.0,2410706000.0
b360b615-d958-470a-8894-3242adae850e,2020,19112000000.0,2317512000.0
b360b615-d958-470a-8894-3242adae850e,2021,40764000000.0,2948037000.0
b360b615-d958-470a-8894-3242adae850e,2022,34058000000.0,4381310000.0
b360b615-d958-470a-8894-3242adae850e,2023,68259000000.0,5860168000.0
