uuid,year,valuation,revenue
033b61f0-0b7f-4f07-b598-75bd90499d69,2017,1325000000.0,219463000.0
033b61f0-0b7f-4f07-b598-75bd90499d69,2018,1147000000.0,151178000.0
033b61f0-0b7f-4f07-b598-75bd90499d69,2019,1044000000.0,90722000.0
033b61f0-0b7f-4f07-b598-75bd90499d69,2020,1963000000.0,103178000.0
033b61f0-0b7f-4f07-b598-75bd90499d69,2021,835000000.0,103873000.0
033b61f0-0b7f-4f07-b598-75bd90499d69,2022,260300000.0,26909000.0
033b61f0-0b7f-4f07-b598-75bd90499d69,2023,270700000.0,6225000.0
64904846-4e3c-46bf-854c-cbb144787843,2020,187000000.0,394000.0
64904846-4e3c-46bf-854c-cbb144787843,2021,333000000.0,1723000.0
64904846-4e3c-46bf-854c-cbb144787843,2022,-81100000.0,6992000.0
a06ec3b8-116e-49c8-9cca-426d0a394bcc,2019,6312000000.0,108589000.0
a06ec3b8-116e-49c8-9cca-426d0a394bcc,2020,14939000000.0,482325000.0
a06ec3b8-116e-49c8-9cca-426d0a394bcc,2021,53358000000.0,18976700000.0
a06ec3b8-116e-49c8-9cca-426d0a394bcc,2022,20496000000.0,17310600000.0
a06ec3b8-116e-49c8-9cca-426d0a394bcc,2023,11253000000.0,3819000000.0
7bf6bef7-c66b-4bcc-ba3f-4db0620aa5db,2020,14607000000.0,1825900000.0
7bf6bef7-c66b-4bcc-ba3f-4db0620aa5db,2021,35388000000.0,4021900000.0
7bf6bef7-c66b-4bcc-ba3f-4db0620aa5db,2022,3405000000.0,3582200000.0
7bf6bef7-c66b-4bcc-ba3f-4db0620aa5db,2023,3597000000.0,2800300000.0
7bf6bef7-c66b-4bcc-ba3f-4db0620aa5db,2024,2056000000.0,2700400000.0
36c3a803-8b85-4b14-b158-a08d277fd910,2022,2387000000.0,276586759.0
36c3a803-8b85-4b14-b158-a08d277fd910,2023,1396000000.0,221107525.0
36c3a803-8b85-4b14-b158-a08d277fd910,2025,1022000000.0,490400000.0
4a20e572-cf10-43d9-9052-a90b827339a5,2024,5617000000.0,998000000.0
4a20e572-cf10-43d9-9052-a90b827339a5,2025,5441000000.0,1156000000.0
4a20e572-cf10-43d9-9052-a90b827339a5,2026,5129000000.0,1421000000.0
196ee59b-e9a6-4bfe-a775-74fb64294f20,2020,553400000.0,1064257000.0
196ee59b-e9a6-4bfe-a775-74fb64294f20,2021,2382000000.0,2070446000.0
196ee59b-e9a6-4bfe-a775-74fb64294f20,2022,682700000.0,3952314000.0
196ee59b-e9a6-4bfe-a775-74fb64294f20,2023,460400000.0,1314412000.0
f5e858b2-8e44-47d6-8fb6-c1faef40e41d,2020,2655000000.0,583000000.0
f5e858b2-8e44-47d6-8fb6-c1faef40e41d,2022,4902000000.0,757000000.0
f5e858b2-8e44-47d6-8fb6-c1faef40e41d,2021,4902000000.0,670000000.0
257ca009-5e92-4f67-90e8-22734f02f4cd,2019,201237000000.0,205838682000.0
257ca009-5e92-4f67-90e8-22734f02f4cd,2020,648817000000.0,245865633000.0
257ca009-5e92-4f67-90e8-22734f02f4cd,2021,353825000000.0,328309145000.0
257ca009-5e92-4f67-90e8-22734f02f4cd,2022,207060000000.0,280044016000.0
257ca009-5e92-4f67-90e8-22734f02f4cd,2023,294998000000.0,270970141000.0
7c652126-f69a-4d30-a5f7-020945ea87ca,2022,216700000.0,47433000.0
7c652126-f69a-4d30-a5f7-020945ea87ca,2024,109400000.0,233300000.0
b83d48b9-3d14-4466-9ca7-30f595954ac8,2017,228000000.0,4000000.0
b83d48b9-3d14-4466-9ca7-30f595954ac8,2018,41260000.0,8000000.0
118564d2-7f56-4d90-95d6-cb0443752faa,2019,3118293000000.0,72378181.0
118564d2-7f56-4d90-95d6-cb0443752faa,2020,3491279000000.0,509711000000.0
118564d2-7f56-4d90-95d6-cb0443752faa,2021,3845890000000.0,717289000000.0
118564d2-7f56-4d90-95d6-cb0443752faa,2022,1805233000000.0,853062000000.0
118564d2-7f56-4d90-95d6-cb0443752faa,2023,1769156000000.0,868687000000.0
118564d2-7f56-4d90-95d6-cb0443752faa,2024,1233590000000.0,941168000000.0
7821cb03-1149-4366-9535-c6f38492d250,2021,3096000000.0,6421000000.0
7821cb03-1149-4366-9535-c6f38492d250,2022,834700000.0,6018000000.0
7821cb03-1149-4366-9535-c6f38492d250,2023,1655000000.0,4885000000.0
c4b69255-ca4e-4013-a748-8b77b10eba8f,2020,285909090.0,
780e91d1-0ff0-443c-b458-b5ec72b3fc56,2022,67041000000.0,11349167000000.0
780e91d1-0ff0-443c-b458-b5ec72b3fc56,2023,72353000000.0,14785492000000.0
56dc6a4a-de1f-4ab5-a3a8-43c51395f738,2018,9734000000.0,
4ac12145-9d27-4f4b-9e00-f2c0b79780bb,2017,466000000.0,1000000.0
4ac12145-9d27-4f4b-9e00-f2c0b79780bb,2018,671000000.0,6000000.0
4ac12145-9d27-4f4b-9e00-f2c0b79780bb,2019,1182000000.0,23000000.0
b2f639d3-e639-4e8b-9e58-f18d2568ba96,2026,260918000000.0,41287000000.0
b2f639d3-e639-4e8b-9e58-f18d2568ba96,2025,272430000000.0,37865000000.0
7519f3d7-a408-4b8f-bca6-d193f610dffd,2019,7471000000.0,2242447000.0
7519f3d7-a408-4b8f-bca6-d193f610dffd,2020,6689000000.0,2350822000.0
7519f3d7-a408-4b8f-bca6-d193f610dffd,2021,11447000000.0,2603416000.0
7519f3d7-a408-4b8f-bca6-d193f610dffd,2022,7736000000.0,2695845000.0
7519f3d7-a408-4b8f-bca6-d193f610dffd,2023,8753000000.0,2813169000.0
24d1d0e1-86ac-4fe9-bacf-4bded28727d1,2017,620000000.0,487000000.0
24d1d0e1-86ac-4fe9-bacf-4bded28727d1,2018,679000000.0,509000000.0
24d1d0e1-86ac-4fe9-bacf-4bded28727d1,2019,578900000.0,533000000.0
24d1d0e1-86ac-4fe9-bacf-4bded28727d1,2020,658400000.0,561762000.0
24d1d0e1-86ac-4fe9-bacf-4bded28727d1,2021,1055000000.0,107172000.0
24d1d0e1-86ac-4fe9-bacf-4bded28727d1,2022,1398000000.0,398282000.0
24d1d0e1-86ac-4fe9-bacf-4bded28727d1,2023,1045000000.0,587758000.0
24d1d0e1-86ac-4fe9-bacf-4bded28727d1,2024,1127000000.0,650512000.0
36e70984-e851-4aff-88a7-e234db0e2964,2021,1639000000.0,558043000.0
36e70984-e851-4aff-88a7-e234db0e2964,2022,148800000.0,440181000.0
36e70984-e851-4aff-88a7-e234db0e2964,2023,62210000.0,310943000.0
