cb_uuid,round_announced_on,round_raised_amount_usd
1d80dd27-6f84-4227-a4dc-23065370a50e,2022-08-03,55699925.0
1d80dd27-6f84-4227-a4dc-23065370a50e,2023-06-08,30000000.0
1f905bdb-a340-d417-b30f-e600d4f14048,2011-11-02,5000000.0
1f905bdb-a340-d417-b30f-e600d4f14048,2012-09-01,15000000.0
1f905bdb-a340-d417-b30f-e600d4f14048,2015-03-26,100000000.0
1f905bdb-a340-d417-b30f-e600d4f14048,2017-12-12,133000000.0
1f905bdb-a340-d417-b30f-e600d4f14048,2019-05-23,250000000.0
1fec1a78-80e8-fa54-a40f-867409d28be2,2008-09-03,3000000.0
1fec1a78-80e8-fa54-a40f-867409d28be2,2010-01-25,21000000.0
1fec1a78-80e8-fa54-a40f-867409d28be2,2012-09-26,62000000.0
1fec1a78-80e8-fa54-a40f-867409d28be2,2017-10-31,403000.0
2012fd74-ba1e-440a-97f0-5235dc1e83fe,2023-02-06,23000000.0
2012fd74-ba1e-440a-97f0-5235dc1e83fe,2024-02-16,117000000.0
2012fd74-ba1e-440a-97f0-5235dc1e83fe,2024-08-29,320000000.0
20320500-af9f-e863-1793-c43a93f3cd8e,2015-10-27,20000000.0
20320500-af9f-e863-1793-c43a93f3cd8e,2016-09-13,50000000.0
20320500-af9f-e863-1793-c43a93f3cd8e,2019-01-29,55000000.0
20320500-af9f-e863-1793-c43a93f3cd8e,2020-04-07,77000000.0
20320500-af9f-e863-1793-c43a93f3cd8e,2020-11-17,130000000.0
20320500-af9f-e863-1793-c43a93f3cd8e,2021-10-19,200000000.0
20320500-af9f-e863-1793-c43a93f3cd8e,2023-09-19,238000000.0
20501cc4-6b34-044e-c793-e0b968d0befe,2017-06-23,20000000.0
20501cc4-6b34-044e-c793-e0b968d0befe,2018-11-26,60000000.0
20501cc4-6b34-044e-c793-e0b968d0befe,2019-05-03,100000000.0
2056f9df-3870-495b-adbd-098d5df7ab22,2021-07-28,15000000.0
1e8fdce4-bc6d-f898-b078-8cd4a9c2f577,2023-04-25,40000000.0
20b43065-194f-f8d0-c5a9-7af5d04f484e,2019-08-12,14167918.0
20b43065-194f-f8d0-c5a9-7af5d04f484e,2021-06-03,187388738.0
20bfd216-3449-4dff-358c-de4a625932da,2016-05-03,11840000.0
20bfd216-3449-4dff-358c-de4a625932da,2016-05-27,20624965.0
20f54039-a1f8-8648-7601-1b5f22582d61,2015-07-01,800000.0
20f54039-a1f8-8648-7601-1b5f22582d61,2017-09-18,8300000.0
20f54039-a1f8-8648-7601-1b5f22582d61,2020-06-15,15000000.0
20f54039-a1f8-8648-7601-1b5f22582d61,2021-03-30,36000000.0
20f54039-a1f8-8648-7601-1b5f22582d61,2023-06-27,82500000.0
21089da5-bc4a-4de7-a9c2-dfec0184df3f,2019-12-01,1400000.0
21089da5-bc4a-4de7-a9c2-dfec0184df3f,2020-01-01,12000000.0
21089da5-bc4a-4de7-a9c2-dfec0184df3f,2021-04-30,41000000.0
21089da5-bc4a-4de7-a9c2-dfec0184df3f,2021-06-01,63000000.0
21089da5-bc4a-4de7-a9c2-dfec0184df3f,2021-11-16,250000000.0
21089da5-bc4a-4de7-a9c2-dfec0184df3f,2021-12-23,135000000.0
21447a34-2905-7ff6-9852-b8ba5abb4ff7,2020-09-08,25000000.0
2145f097-33cc-fe11-6ba3-408aa70c8e0f,2017-08-23,19000000.0
2145f097-33cc-fe11-6ba3-408aa70c8e0f,2019-01-15,44372134.0
2145f097-33cc-fe11-6ba3-408aa70c8e0f,2020-12-08,76532174.0
196ef477-6ce6-4195-9535-422b87e9ccbc,2018-06-29,15000000.0
196ef477-6ce6-4195-9535-422b87e9ccbc,2019-09-01,34932301.0
21a2bd48-16da-451b-87b3-8a4da67c3aac,2021-05-03,10000000.0
21a2bd48-16da-451b-87b3-8a4da67c3aac,2022-07-26,35000000.0
1e37df1c-7254-4e37-8928-4e1bae00c64c,2023-05-01,82000000.0
21c204ce-8412-42f8-a76b-76c6877cb50e,2020-06-17,192000000.0
2227d372-e345-5a32-1695-45e520b6b73f,2008-04-17,1540000.0
2227d372-e345-5a32-1695-45e520b6b73f,2008-10-15,817326.0
2231ca9d-cffe-4da3-b979-a33142d60af2,2021-12-15,132620014.0
223f004c-eb36-469b-8674-fc26a100b428,2018-04-04,10550000.0
223f004c-eb36-469b-8674-fc26a100b428,2018-10-09,10000000.0
223f004c-eb36-469b-8674-fc26a100b428,2020-04-08,25000000.0
223f004c-eb36-469b-8674-fc26a100b428,2021-06-15,83000000.0
223f004c-eb36-469b-8674-fc26a100b428,2021-12-21,39000000.0
223f004c-eb36-469b-8674-fc26a100b428,2021-12-31,165000000.0
2242d1fd-2fb5-46fa-b607-bbe73555babe,2022-12-07,115632579.0
225f3efe-cbda-47fd-a784-ef26cec62370,2023-02-23,72000000.0
1d606457-d8e4-02d2-5299-1010dec53885,2008-05-13,4000000.0
1ac25206-3b8a-b4a6-48b3-5df4b671e586,2010-09-28,5000000.0
22d232eb-09be-a802-96f5-0e239d16d73d,2015-05-01,2101671.0
22d232eb-09be-a802-96f5-0e239d16d73d,2016-10-01,4497843.0
22d232eb-09be-a802-96f5-0e239d16d73d,2019-01-21,15000000.0
22d232eb-09be-a802-96f5-0e239d16d73d,2019-10-22,50000000.0
22d232eb-09be-a802-96f5-0e239d16d73d,2021-08-24,154000000.0
20b43065-194f-f8d0-c5a9-7af5d04f484e,2020-02-01,4324823.0
1b576d39-08c2-dbd0-4362-4193d5b1484a,2015-09-01,2355682.0
1b576d39-08c2-dbd0-4362-4193d5b1484a,2017-01-03,8619451.0
2358ba2a-1732-48f5-a741-c404f4cb15f2,2023-05-11,7500000.0
1e37df1c-7254-4e37-8928-4e1bae00c64c,2022-09-01,50000000.0
237300a6-a719-4c39-b6e7-88dbfefd881e,2020-07-16,3800000.0
237300a6-a719-4c39-b6e7-88dbfefd881e,2023-05-01,75000000.0
23ab0a35-b0c5-4f8e-b9a6-c3ce30758f4e,2021-12-01,75000000.0
23d0c63f-6c61-ac07-465c-6aaf6d932016,2015-11-26,13400000.0
23d0c63f-6c61-ac07-465c-6aaf6d932016,2018-11-26,30000000.0
23d0c63f-6c61-ac07-465c-6aaf6d932016,2019-02-01,979496.0
23d0c63f-6c61-ac07-465c-6aaf6d932016,2019-07-22,2003453.0
23d0c63f-6c61-ac07-465c-6aaf6d932016,2019-09-03,6235243.0
23d0c63f-6c61-ac07-465c-6aaf6d932016,2022-01-10,18175000.0
23d0c63f-6c61-ac07-465c-6aaf6d932016,2022-02-16,50000000.0
23d0c63f-6c61-ac07-465c-6aaf6d932016,2022-03-29,10000000.0
1bdf2ff7-23ef-da61-ff51-cfb2eb9feea0,2021-09-01,170000000.0
23e145e5-f01e-44c1-929d-29c31de17ff1,2019-05-09,2400000.0
23e145e5-f01e-44c1-929d-29c31de17ff1,2019-12-16,6000000.0
23e145e5-f01e-44c1-929d-29c31de17ff1,2020-06-16,13800000.0
23e145e5-f01e-44c1-929d-29c31de17ff1,2020-11-19,30000000.0
23e145e5-f01e-44c1-929d-29c31de17ff1,2021-05-31,100000000.0
23e145e5-f01e-44c1-929d-29c31de17ff1,2021-11-01,150000000.0
23e145e5-f01e-44c1-929d-29c31de17ff1,2022-01-01,35000000.0
23e934ba-2bef-44df-bac5-75e4d48f8902,2019-08-13,42592461.0
23e934ba-2bef-44df-bac5-75e4d48f8902,2021-02-03,108355778.0
24115223-3e83-4795-bd8a-be6a4e4e8f7b,2016-11-22,5650000.0
24115223-3e83-4795-bd8a-be6a4e4e8f7b,2017-06-05,6000000.0
24115223-3e83-4795-bd8a-be6a4e4e8f7b,2018-03-20,40000000.0
24115223-3e83-4795-bd8a-be6a4e4e8f7b,2019-06-12,30000000.0
24115223-3e83-4795-bd8a-be6a4e4e8f7b,2021-05-11,70000000.0
24115223-3e83-4795-bd8a-be6a4e4e8f7b,2023-03-09,13000000.0
2428cb43-bd6d-466e-b7b5-0179f31aa2ad,2020-10-28,40000000.0
2428cb43-bd6d-466e-b7b5-0179f31aa2ad,2021-06-30,30000000.0
2428cb43-bd6d-466e-b7b5-0179f31aa2ad,2022-03-21,40000000.0
244f79a4-ea64-42a7-bc79-5cbb9ec943ad,2022-05-18,111000000.0
244f79a4-ea64-42a7-bc79-5cbb9ec943ad,2024-08-27,35000000.0
244f79a4-ea64-42a7-bc79-5cbb9ec943ad,2024-10-24,425000.0
24909580-dba5-4bbd-a7e0-f98d8cd06e38,2012-01-01,475877.0
24909580-dba5-4bbd-a7e0-f98d8cd06e38,2013-01-01,4000000.0
24909580-dba5-4bbd-a7e0-f98d8cd06e38,2014-12-01,22000000.0
24909580-dba5-4bbd-a7e0-f98d8cd06e38,2018-05-10,157487755.0
24abd633-30d7-7905-dc10-2c579303c487,1996-09-16,6000000.0
24affc19-7f9f-41e2-a317-cfaa3366cfb5,2018-03-12,7000000.0
24affc19-7f9f-41e2-a317-cfaa3366cfb5,2018-06-27,22000000.0
24affc19-7f9f-41e2-a317-cfaa3366cfb5,2019-05-22,50000000.0
24affc19-7f9f-41e2-a317-cfaa3366cfb5,2022-11-23,3400000.0
24b93070-6b9c-0f3c-8fda-2196eb3943a1,2011-03-16,23526990.0
24b93070-6b9c-0f3c-8fda-2196eb3943a1,2012-07-01,42000000.0
24b93070-6b9c-0f3c-8fda-2196eb3943a1,2014-05-30,200000000.0
24b93070-6b9c-0f3c-8fda-2196eb3943a1,2015-09-09,250000000.0
24d3bda6-48ff-a9ad-7737-9e090d686786,2008-08-18,3000000.0
24d3bda6-48ff-a9ad-7737-9e090d686786,2010-07-14,15000000.0
24d3bda6-48ff-a9ad-7737-9e090d686786,2011-09-22,75000000.0
24d3bda6-48ff-a9ad-7737-9e090d686786,2015-08-20,130000000.0
24d3bda6-48ff-a9ad-7737-9e090d686786,2021-02-11,150000000.0
2557031a-9bae-e326-437a-e85577c2bdc7,2007-06-03,7000000.0
2557031a-9bae-e326-437a-e85577c2bdc7,2012-10-31,17000000.0
2557031a-9bae-e326-437a-e85577c2bdc7,2014-02-04,38000000.0
2557031a-9bae-e326-437a-e85577c2bdc7,2015-08-05,33000000.0
2557031a-9bae-e326-437a-e85577c2bdc7,2019-03-13,280000000.0
258a259d-5182-4e60-9291-cf838bf1f0f7,2021-07-21,35000000.0
258a259d-5182-4e60-9291-cf838bf1f0f7,2022-12-07,75000000.0
25d9ec1b-88e0-4f42-b8b1-456ba9a959f6,2023-11-30,108934954.0
25e0554e-5b06-4458-920b-c6860d668ee2,2021-12-15,1000000000.0
2605fcaf-62dc-490f-a594-2233d708a58d,2022-01-26,47460094.0
2605fcaf-62dc-490f-a594-2233d708a58d,2022-05-20,59900000.0
2605fcaf-62dc-490f-a594-2233d708a58d,2024-01-24,84627428.0
264c339f-0922-284d-df98-856aff927e28,2013-07-26,132787.0
264c339f-0922-284d-df98-856aff927e28,2014-09-23,2300000.0
264c339f-0922-284d-df98-856aff927e28,2017-03-20,13000000.0
264c339f-0922-284d-df98-856aff927e28,2019-09-12,46000000.0
264c339f-0922-284d-df98-856aff927e28,2022-03-15,135000000.0
26754828-84c9-4d24-bf98-7726263e8f63,2018-10-01,2000000.0
26754828-84c9-4d24-bf98-7726263e8f63,2019-02-21,14500000.0
26754828-84c9-4d24-bf98-7726263e8f63,2019-06-04,50000000.0
26754828-84c9-4d24-bf98-7726263e8f63,2020-02-24,75000000.0
26754828-84c9-4d24-bf98-7726263e8f63,2020-10-06,6792.0
26754828-84c9-4d24-bf98-7726263e8f63,2021-01-06,34043157.0
26754828-84c9-4d24-bf98-7726263e8f63,2021-02-11,108000000.0
26754828-84c9-4d24-bf98-7726263e8f63,2021-05-10,6802698.0
26754828-84c9-4d24-bf98-7726263e8f63,2021-08-04,350000000.0
26754828-84c9-4d24-bf98-7726263e8f63,2021-08-19,26871049.0
26754828-84c9-4d24-bf98-7726263e8f63,2021-10-25,13317290.0
26754828-84c9-4d24-bf98-7726263e8f63,2024-01-19,100000000.0
26754828-84c9-4d24-bf98-7726263e8f63,2024-07-30,10151355.0
26b92b6b-63b6-bddb-ffee-e78dbbf6edb7,2014-10-28,2000000.0
26b92b6b-63b6-bddb-ffee-e78dbbf6edb7,2015-07-23,40000000.0
26bedf21-dd8e-8027-51d8-933419b03e65,2015-06-26,500000000.0
26bedf21-dd8e-8027-51d8-933419b03e65,2016-12-19,1200000000.0
26bedf21-dd8e-8027-51d8-933419b03e65,2019-03-18,1250000000.0
26bedf21-dd8e-8027-51d8-933419b03e65,2021-01-15,400000000.0
26bedf21-dd8e-8027-51d8-933419b03e65,2021-04-27,550000000.0
26bedf21-dd8e-8027-51d8-933419b03e65,2021-06-29,500000000.0
26bedf21-dd8e-8027-51d8-933419b03e65,2021-08-12,300000000.0
27009f53-5f8d-b64f-20fb-e8e31fa5fdff,2020-08-04,30000000.0
27009f53-5f8d-b64f-20fb-e8e31fa5fdff,2022-04-12,65000000.0
27009f53-5f8d-b64f-20fb-e8e31fa5fdff,2024-01-23,116000000.0
20f54039-a1f8-8648-7601-1b5f22582d61,2015-01-15,1000000.0
27671087-70bb-fe55-4d01-2cb8259d1135,2015-07-01,1375616.0
27671087-70bb-fe55-4d01-2cb8259d1135,2017-11-06,35066045.0
27671087-70bb-fe55-4d01-2cb8259d1135,2019-09-09,95811704.0
27671087-70bb-fe55-4d01-2cb8259d1135,2021-03-03,242066346.0
27671087-70bb-fe55-4d01-2cb8259d1135,2023-03-04,170000000.0
276fb10f-d9e0-6bfd-2daf-4c5d34f06ea4,2014-04-25,4700000.0
276fb10f-d9e0-6bfd-2daf-4c5d34f06ea4,2016-07-12,12250000.0
276fb10f-d9e0-6bfd-2daf-4c5d34f06ea4,2020-04-27,44000000.0
276fb10f-d9e0-6bfd-2daf-4c5d34f06ea4,2022-05-10,85000000.0
276fb10f-d9e0-6bfd-2daf-4c5d34f06ea4,2023-01-03,25000000.0
2789e78a-f4f7-17d9-7a34-42d8403e104e,2014-12-02,100000000.0
2789e78a-f4f7-17d9-7a34-42d8403e104e,2016-07-15,235000000.0
278a7754-416a-4428-a6b0-314492e8f24f,2020-03-23,2000000.0
278a7754-416a-4428-a6b0-314492e8f24f,2021-11-02,93000000.0
278a7754-416a-4428-a6b0-314492e8f24f,2024-06-06,20000000.0
27bcc460-4bfe-4f80-8ad0-d8a08c55d76f,2017-06-13,2942215.0
27bcc460-4bfe-4f80-8ad0-d8a08c55d76f,2020-03-24,1415809.0
27bcc460-4bfe-4f80-8ad0-d8a08c55d76f,2021-11-18,46977028.0
27bcc460-4bfe-4f80-8ad0-d8a08c55d76f,2024-10-24,80111313.0
27be87d5-01ce-4457-bfcf-6f3d85de66b8,2019-01-01,43614160.0
27be87d5-01ce-4457-bfcf-6f3d85de66b8,2021-03-10,61482654.0
27be87d5-01ce-4457-bfcf-6f3d85de66b8,2021-12-28,235526874.0
2834cfc2-fb6d-185a-e844-59086575e5b6,2010-10-11,2000000.0
2834cfc2-fb6d-185a-e844-59086575e5b6,2011-05-16,7000000.0
2834cfc2-fb6d-185a-e844-59086575e5b6,2011-10-25,17000000.0
2834cfc2-fb6d-185a-e844-59086575e5b6,2014-02-25,70000000.0
2834cfc2-fb6d-185a-e844-59086575e5b6,2016-06-09,75000000.0
2834cfc2-fb6d-185a-e844-59086575e5b6,2018-05-29,250000000.0
2834cfc2-fb6d-185a-e844-59086575e5b6,2021-03-16,200000000.0
2834cfc2-fb6d-185a-e844-59086575e5b6,2021-12-09,200000000.0
2834cfc2-fb6d-185a-e844-59086575e5b6,2023-07-31,70000000.0
2843f6f6-6281-378d-72c6-4844ebe9f558,2015-08-01,9600000.0
2843f6f6-6281-378d-72c6-4844ebe9f558,2018-05-08,15000000.0
2843f6f6-6281-378d-72c6-4844ebe9f558,2019-03-05,33000000.0
2843f6f6-6281-378d-72c6-4844ebe9f558,2021-02-17,35000000.0
2843f6f6-6281-378d-72c6-4844ebe9f558,2022-05-05,100000000.0
28a4f655-feb0-6f19-d498-efe4541f9eb8,2013-10-24,1200000.0
28a90f34-5541-44df-978d-c7833ea46499,2015-04-28,100000000.0
28a90f34-5541-44df-978d-c7833ea46499,2017-03-29,1451348.0
28a90f34-5541-44df-978d-c7833ea46499,2018-03-25,7908890.0
28a90f34-5541-44df-978d-c7833ea46499,2020-10-31,418460067.0
28bd220f-1fc7-4d2c-b515-babec1c06ae2,2020-08-27,55000000.0
28bd220f-1fc7-4d2c-b515-babec1c06ae2,2022-03-17,45000000.0
28ce82f3-c1fc-973d-dbee-7fe242773b9e,2014-12-12,2200000.0
28ce82f3-c1fc-973d-dbee-7fe242773b9e,2015-11-11,13000000.0
28ce82f3-c1fc-973d-dbee-7fe242773b9e,2017-08-31,21400000.0
28ce82f3-c1fc-973d-dbee-7fe242773b9e,2019-05-01,70000000.0
28ce82f3-c1fc-973d-dbee-7fe242773b9e,2021-02-02,75000000.0
28ce82f3-c1fc-973d-dbee-7fe242773b9e,2021-10-21,275000000.0
28ce82f3-c1fc-973d-dbee-7fe242773b9e,2023-09-13,150000000.0
28e465d4-ca50-43e9-8822-1707742b7c36,2017-10-18,4925003.0
28e465d4-ca50-43e9-8822-1707742b7c36,2019-01-10,6000000.0
28e465d4-ca50-43e9-8822-1707742b7c36,2019-09-26,21289477.0
28e465d4-ca50-43e9-8822-1707742b7c36,2021-07-29,120000000.0
28e93d62-59cb-4012-8d54-1c03f7b1aae2,2024-06-18,65418629.0
28e93d62-59cb-4012-8d54-1c03f7b1aae2,2024-06-18,190000000.0
28e9f727-629d-4020-a3e1-9152da1c2bb6,2023-06-07,145000000.0
28f68783-a327-197a-3aca-6cbc1e6ae693,2021-06-25,200000000.0
28f68783-a327-197a-3aca-6cbc1e6ae693,2024-07-11,4377421.0
28fa9524-1d96-4636-a9b5-21d522909b94,2009-01-19,5000000.0
28fa9524-1d96-4636-a9b5-21d522909b94,2010-02-02,10000000.0
28fa9524-1d96-4636-a9b5-21d522909b94,2010-11-30,25000000.0
28fa9524-1d96-4636-a9b5-21d522909b94,2011-09-27,17000000.0
28fa9524-1d96-4636-a9b5-21d522909b94,2012-02-29,85000000.0
f299938a-f711-5216-cdc4-242021e4787a,2009-11-02,1500000.0
2917fd7f-8cbf-515d-8eea-6edad6184892,2014-06-01,820000.0
2917fd7f-8cbf-515d-8eea-6edad6184892,2015-09-18,3450000.0
2917fd7f-8cbf-515d-8eea-6edad6184892,2017-04-29,19611005.0
2917fd7f-8cbf-515d-8eea-6edad6184892,2018-07-18,17468286.0
2917fd7f-8cbf-515d-8eea-6edad6184892,2020-11-20,110268224.0
2917fd7f-8cbf-515d-8eea-6edad6184892,2022-09-28,310608745.0
2917fd7f-8cbf-515d-8eea-6edad6184892,2024-11-11,63961248.0
29502ce3-97cc-1177-9373-c3033a44f054,2022-01-11,1150000000.0
29870a7c-07ed-5748-2ef2-87c26fa8eb3c,2013-01-03,27500000.0
29870a7c-07ed-5748-2ef2-87c26fa8eb3c,2014-08-27,135000000.0
29870a7c-07ed-5748-2ef2-87c26fa8eb3c,2016-12-12,30000000.0
29a2e25d-5840-4e5c-916c-bc83121f38d0,2018-03-20,35000000.0
29a2e25d-5840-4e5c-916c-bc83121f38d0,2019-05-15,60000000.0
29a2e25d-5840-4e5c-916c-bc83121f38d0,2019-12-17,55000000.0
29a6fbf1-56f9-4638-9838-d45464d73a94,2020-03-01,100000000.0
29b8d20e-83f1-4544-be33-b0ba425b4054,2019-10-03,300000.0
29b8d20e-83f1-4544-be33-b0ba425b4054,2020-05-10,3000000.0
29b8d20e-83f1-4544-be33-b0ba425b4054,2021-03-25,11000000.0
29b8d20e-83f1-4544-be33-b0ba425b4054,2021-06-22,22500000.0
29b8d20e-83f1-4544-be33-b0ba425b4054,2022-03-07,74467078.0
29c2940b-d437-0bb7-4b31-0dea426550c7,2018-02-15,420000.0
29c2940b-d437-0bb7-4b31-0dea426550c7,2018-08-01,3100000.0
29c2940b-d437-0bb7-4b31-0dea426550c7,2019-09-26,10500000.0
29c2940b-d437-0bb7-4b31-0dea426550c7,2020-08-18,18000000.0
29c2940b-d437-0bb7-4b31-0dea426550c7,2021-07-21,10000000.0
29c2940b-d437-0bb7-4b31-0dea426550c7,2021-07-21,50000000.0
29c2940b-d437-0bb7-4b31-0dea426550c7,2024-04-10,23000000.0
2a13ab9b-c4a5-4b55-a0f2-65de993c0b74,2018-01-03,55300000.0
2a13ab9b-c4a5-4b55-a0f2-65de993c0b74,2021-09-29,80000000.0
2a13fde3-91ba-7cb2-18f4-fed41f993736,2018-07-04,150779530.0
2a13fde3-91ba-7cb2-18f4-fed41f993736,2020-09-07,102481517.0
2a270b0a-fc1d-43e8-be6f-ef3b098f08c4,2017-08-04,594181.0
2a270b0a-fc1d-43e8-be6f-ef3b098f08c4,2017-10-24,1944059.0
2a270b0a-fc1d-43e8-be6f-ef3b098f08c4,2019-03-25,800000000.0
2a270b0a-fc1d-43e8-be6f-ef3b098f08c4,2019-07-18,400000000.0
2a270b0a-fc1d-43e8-be6f-ef3b098f08c4,2020-03-05,2400000000.0
2a90b5c3-2f6e-4213-afe3-e273e9bb32f1,2018-12-01,1300000.0
2a90b5c3-2f6e-4213-afe3-e273e9bb32f1,2019-06-19,225000.0
2a90b5c3-2f6e-4213-afe3-e273e9bb32f1,2020-06-24,7900000.0
2a90b5c3-2f6e-4213-afe3-e273e9bb32f1,2021-04-09,994682.0
2a90b5c3-2f6e-4213-afe3-e273e9bb32f1,2021-10-15,5000000.0
2a90b5c3-2f6e-4213-afe3-e273e9bb32f1,2022-04-11,68000000.0
2b11c49f-5767-48c8-8f61-de1c621129a6,2019-06-17,700000.0
2b11c49f-5767-48c8-8f61-de1c621129a6,2019-09-12,14134.0
2b11c49f-5767-48c8-8f61-de1c621129a6,2019-11-25,3500000.0
2b11c49f-5767-48c8-8f61-de1c621129a6,2020-06-18,10000000.0
2b11c49f-5767-48c8-8f61-de1c621129a6,2020-07-04,2500000.0
2b11c49f-5767-48c8-8f61-de1c621129a6,2020-12-15,22000000.0
2b11c49f-5767-48c8-8f61-de1c621129a6,2022-03-30,80000000.0
2b5f92f9-34c8-47cf-899d-611e2ec6d75e,2018-02-08,13000000.0
2b5f92f9-34c8-47cf-899d-611e2ec6d75e,2019-08-12,40000000.0
2b5f92f9-34c8-47cf-899d-611e2ec6d75e,2020-01-29,70000000.0
2b5f92f9-34c8-47cf-899d-611e2ec6d75e,2020-04-15,40000000.0
2b5f92f9-34c8-47cf-899d-611e2ec6d75e,2020-09-23,230000000.0
2b5f92f9-34c8-47cf-899d-611e2ec6d75e,2021-03-24,470000000.0
2b68a2fd-75ba-02ca-a70c-2fc6b7162b4c,2014-06-25,32000000.0
2b68a2fd-75ba-02ca-a70c-2fc6b7162b4c,2016-11-14,37540591.0
2b68a2fd-75ba-02ca-a70c-2fc6b7162b4c,2016-12-22,14743826.0
2b68a2fd-75ba-02ca-a70c-2fc6b7162b4c,2019-01-22,58302012.0
2b8ea372-653e-58b1-d49b-259be499ce48,2009-12-14,8000000.0
2b8ea372-653e-58b1-d49b-259be499ce48,2010-12-20,15000000.0
2b8ea372-653e-58b1-d49b-259be499ce48,2012-10-30,20000000.0
2b8ea372-653e-58b1-d49b-259be499ce48,2016-03-10,1000000.0
2b8ea372-653e-58b1-d49b-259be499ce48,2016-12-13,17500000.0
2b8ea372-653e-58b1-d49b-259be499ce48,2016-12-13,7500000.0
2b8ea372-653e-58b1-d49b-259be499ce48,2017-09-12,38000000.0
2b8ea372-653e-58b1-d49b-259be499ce48,2019-02-19,25000000.0
2b8ea372-653e-58b1-d49b-259be499ce48,2020-07-14,15000000.0
2b8ea372-653e-58b1-d49b-259be499ce48,2020-07-14,25000000.0
2b8ea372-653e-58b1-d49b-259be499ce48,2022-03-24,60000000.0
2bb8a059-4739-4394-b593-2235a4b00bea,2021-03-03,23100000.0
2bb8a059-4739-4394-b593-2235a4b00bea,2021-06-01,15340038.0
2bb8a059-4739-4394-b593-2235a4b00bea,2023-10-17,14777616.0
2bb8a059-4739-4394-b593-2235a4b00bea,2024-02-06,10000000.0
2be0fc75-b70d-426a-a66e-41f7a3fee483,2018-04-26,24216798.0
2be0fc75-b70d-426a-a66e-41f7a3fee483,2019-03-04,56682659.0
2bfede62-732b-a7f8-b1d7-5f8c65f0a3b8,2014-06-30,20000000.0
2bfede62-732b-a7f8-b1d7-5f8c65f0a3b8,2017-03-23,350000000.0
2bfede62-732b-a7f8-b1d7-5f8c65f0a3b8,2018-01-25,1000000000.0
2bfede62-732b-a7f8-b1d7-5f8c65f0a3b8,2019-12-04,3000000000.0
2c13cdac-56d6-356a-a1ad-1869a519768f,2016-05-03,30541234.0
2c13cdac-56d6-356a-a1ad-1869a519768f,2017-12-20,110000000.0
2c13cdac-56d6-356a-a1ad-1869a519768f,2018-08-13,150000000.0
2c13cdac-56d6-356a-a1ad-1869a519768f,2021-02-05,150000000.0
2c13cdac-56d6-356a-a1ad-1869a519768f,2023-03-06,34000000.0
2c4b7c2c-24dc-4f21-ad8b-39e56f514513,2020-08-17,120000000.0
2c822961-bfdb-f885-85d3-2a1fcbe21915,2005-07-01,11000000.0
2c822961-bfdb-f885-85d3-2a1fcbe21915,2006-07-01,16000000.0
2c822961-bfdb-f885-85d3-2a1fcbe21915,2007-12-01,40000000.0
2c822961-bfdb-f885-85d3-2a1fcbe21915,2012-04-19,38000000.0
2c822961-bfdb-f885-85d3-2a1fcbe21915,2018-01-08,250000000.0
2ca4fbd5-cef6-406f-9132-3509715f9e82,2018-04-10,4000000.0
2ca4fbd5-cef6-406f-9132-3509715f9e82,2020-01-28,11000000.0
2ca4fbd5-cef6-406f-9132-3509715f9e82,2021-05-05,35000000.0
2ca4fbd5-cef6-406f-9132-3509715f9e82,2022-02-02,66000000.0
2cd0606c-c371-84ec-0fac-cc2ecb423a6c,2015-04-16,42800000.0
2cd0606c-c371-84ec-0fac-cc2ecb423a6c,2016-09-20,50000000.0
2cd0606c-c371-84ec-0fac-cc2ecb423a6c,2019-03-26,60000000.0
2cea1620-08e7-c708-d6bd-9cd861b1a6dd,2014-12-02,150000.0
2cea1620-08e7-c708-d6bd-9cd861b1a6dd,2016-04-13,748729.0
2cea1620-08e7-c708-d6bd-9cd861b1a6dd,2017-10-17,10000000.0
2cea1620-08e7-c708-d6bd-9cd861b1a6dd,2018-12-13,30000000.0
2cea1620-08e7-c708-d6bd-9cd861b1a6dd,2020-08-13,70000000.0
2d7e8c67-ed17-47fc-9355-f5e104fc997b,2015-11-01,7729000.0
2d7e8c67-ed17-47fc-9355-f5e104fc997b,2016-02-01,7005000.0
2d7e8c67-ed17-47fc-9355-f5e104fc997b,2018-03-01,8000000.0
2d7e8c67-ed17-47fc-9355-f5e104fc997b,2018-06-07,49950000.0
2d7e8c67-ed17-47fc-9355-f5e104fc997b,2019-10-17,100000000.0
2d7e8c67-ed17-47fc-9355-f5e104fc997b,2019-11-06,43898044.0
2d7e8c67-ed17-47fc-9355-f5e104fc997b,2020-07-09,1330892.0
2d7e8c67-ed17-47fc-9355-f5e104fc997b,2020-11-24,200000000.0
2d7e8c67-ed17-47fc-9355-f5e104fc997b,2021-09-20,340000000.0
2d7e8c67-ed17-47fc-9355-f5e104fc997b,2021-12-20,300954533.0
2d7e8c67-ed17-47fc-9355-f5e104fc997b,2024-07-27,29860550.0
2da99816-f281-4ae6-5b4a-084707097ed4,2016-12-01,10000000.0
2da99816-f281-4ae6-5b4a-084707097ed4,2021-10-19,108000000.0
2dd1eba2-8c7a-e36c-3271-93c635c30d19,2014-10-22,9000000.0
2dd1eba2-8c7a-e36c-3271-93c635c30d19,2016-09-13,11000000.0
2dd1eba2-8c7a-e36c-3271-93c635c30d19,2018-02-13,30000000.0
