cb_uuid,round_announced_on,round_raised_amount_usd
3a660fea-6281-4794-a7cb-bd27ed97daf0,2020-09-03,10000000.0
3a660fea-6281-4794-a7cb-bd27ed97daf0,2023-01-01,24194007.0
0e7ae907-9887-ed37-6618-a596643119b6,2014-08-27,30000000.0
0e7ae907-9887-ed37-6618-a596643119b6,2015-04-30,18280000.0
0e7ae907-9887-ed37-6618-a596643119b6,2016-01-08,106200000.0
0e7ae907-9887-ed37-6618-a596643119b6,2017-06-28,30000000.0
46a781a8-2809-21dd-909e-0d236da25f03,2014-01-08,271527.0
3b9f8735-cc8e-44ae-961b-b399fa49cbc7,2018-01-01,7667712.0
3b9f8735-cc8e-44ae-961b-b399fa49cbc7,2018-05-01,1576069.0
3b9f8735-cc8e-44ae-961b-b399fa49cbc7,2018-07-01,1509343.0
3b9f8735-cc8e-44ae-961b-b399fa49cbc7,2019-01-01,39979647.0
3b9f8735-cc8e-44ae-961b-b399fa49cbc7,2019-01-01,65421240.0
3bf07588-5f0a-7160-b148-c100d94be5f3,2014-05-22,476680.0
3bf07588-5f0a-7160-b148-c100d94be5f3,2021-03-29,12609025.0
3bf07588-5f0a-7160-b148-c100d94be5f3,2022-06-30,52529959.0
3bf07588-5f0a-7160-b148-c100d94be5f3,2023-06-22,62480053.0
3bf07588-5f0a-7160-b148-c100d94be5f3,2024-02-22,720000000.0
3c223cfc-ee32-448a-9944-e87d1cbe37f1,2019-01-30,444286.0
3cd12ef2-079e-86b3-3b27-7a3a452335b7,2013-01-01,1000000.0
3f9153e1-d854-d938-b489-814d5b1ed764,2020-11-05,575000000.0
3fec289a-836b-d9c2-8b63-9e442f9d3f71,2016-08-16,30789362.0
4b6f5892-b9b9-ca28-66cc-24d4ee12cdba,2018-02-12,7380646.0
024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,2016-02-24,5000000.0
024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,2016-12-13,11122763.0
024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,2017-10-27,3853066.0
024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,2018-07-18,29000000.0
024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,2019-09-24,34149342.0
024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,2021-04-08,110000000.0
024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,2021-07-31,160000000.0
024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,2021-09-30,200000000.0
024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,2021-12-20,140000000.0
024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,2021-12-20,185000000.0
