domain,person_name,person_facebook_url,person_twitter_url,person_linkedin_url,country_code
outsideinc.com,Robin Thurston,,,,
pachama.com,Diego Saez Gil,,,,
padoa.fr,Frédéric de Mesmay,,,,
padoa.fr,Nicolas Telle,,,,
radpartners.com,Anthony Gabriel,,,linkedin.com/in/anthonygabriel,USA
radpartners.com,Richard Whitney,,,,
palleonpharma.com,Carolyn Bertozzi,,,,
paradoxinteractive.com,Fredrik Wester,,,,
rakuten.com,Amit Patel,,twitter.com/amit_patel78,linkedin.com/in/amit-patel-04b392,USA
rakuten.com,Tommy Sze Ngai Tsai,,,linkedin.com/in/tommytsai,
rakuten-med.com,Takashi Toraishi,facebook.com/takashi.toraishi,,linkedin.com/in/takashitoraishi,USA
paradoxinteractive.com,Theodore Bergqvist,,,,
rampartbio.com,Louis Breton,,,,
rapharma.com,Lauren Silverman,,,linkedin.com/pub/lauren-silverman/3/9b4/718,USA
rapido.bike,Aravind Sanka,,,,
rapido.bike,Pavan Guntupalli,,,linkedin.com/in/pavan-guntupalli-1ab52929,IND
airalo.com,Ahmet Bahadir Ozdemir,,,,
patpat.com,Can (Ken) Gao,,,,
rayzebio.com,Ken Song,,,linkedin.com/in/kssong,USA
paysend.com,Maxim Popov,,,,
aircall.io,Olivier Pailhes,,,,
aircall.io,Pierre-Baptiste Béchu,,,,
aircall.io,Xavier Durand,,,,
rebelliondefense.com,Erik Benson,facebook.com/erikdbenson,twitter.com/ebenson,linkedin.com/in/bensonerik,USA
precirix.com,Matthias D'Huyvetter,,,,
recbio.cn,Dr. Yong Liu,,,,CHN
recbio.cn,Yong Liu,,,,
persefoni.com,Jason Offerman,,,,
recludixpharma.com,Nancy Whiting,,,linkedin.com/in/nancy-whiting-95a64b8,USA
recodetx.com,Michael Torres,,,,
recodetx.com,Shehnaaz Suliman,,,linkedin.com/in/shehnaaz-suliman-m-d-mb-chb-m-b-a-m-phil-380005a,USA
rectifypharma.com,Jonathan Moore,,,,
redbubble.com,Martin Hosking,,,,
redcare-pharmacy.com,Stefan Feltens,,,linkedin.com/in/stefan-feltens-8400919,NLD
redhat.com,Alex Polvi,,,linkedin.com/in/polvi,
redhat.com,Matt Hicks,,twitter.com/matthicksj,linkedin.com/in/matthicksj,USA
redpoints.com,Laura Urquizu,,twitter.com/lurquizu,linkedin.com/in/lauraurquizu/en,ESP
picnic.app,Daniel Gebler,,,,
pillpack.com,TJ Parker,,,,
pilot.com,Jessica McKellar,,,,
regor.com,Xiayang Qiu,,,,
provivi.com,Pedro Coelho,,,,
reifyhealth.com,Pramod Verma,,,,
reifyhealth.com,Ralph Passarella,,,,
reltio.com,Manish Sood,,,,
remixtx.com,Peter Smith,,,,
podimo.com,Eva Kirstine Lægdsgaard,,,,
podimo.com,Morten Strunges,,,,
podimo.com,Nikolaj Koppel,,,,
renorun.com,Eamonn O'Rourke,,,linkedin.com/in/eamonn-o-rourke-b3b37379,CAN
policybazaar.com,Alok Bansal,,,,
rentberry.com,Oleksiy Lubinsky,facebook.com/alubinsky,,linkedin.com/in/lubinsky,USA
rentberry.com,Aleksey Perfilov,,,,
rentberry.com,Lily Ostapchuk,,,,
reply.com,Mario Rizzante,,,linkedin.com/in/mario-rizzante-110662b7,ITA
poshmark.com,Caroline Harkless,,,,
poshmark.com,Keiron McCammon,,,,
postman.com,Abhinav Asthana,,,,
ppro.com,Philipp Nieland,,,,
resolvepay.com,Brian Nguyen,,,,
rain.com,Abdullah Almoaiqel,,,,
rain.com,AJ Nelson,,,,
rain.com,Joe Dallago,,,,
preply.com,Dmytro Voloshyn,,,,
preply.com,Roman Apostol.,,,,
revenuecat.com,Jacob Eiting,,twitter.com/jeiting,linkedin.com/in/jeiting,USA
revenuecat.com,Miguel Carranza Guisado,,,,
revolutionrace.com,Niclas Nyrensten,,,,
revolutionrace.com,Pamela Lawrence,,,,
propertyfinder.ae,Michael Lahyani,,,,
recargapay.com.br,Rodrigo Teijeiro,,,,
pryon.com,Christopher Mahl,,twitter.com/chrismahlny,linkedin.com/in/chrismahl,USA
ribolia.com,Li-Ming Gan,,,linkedin.com/in/li-ming-gan-48222466,CHN
purplle.com,Rahul Dash,,,,
ridewithvia.com,Sam Hashemi,,,linkedin.com/in/samhashemi,
ridezum.com,Ritu Narayan,,,,
rimac-automobili.com,Mate Rimac,,,,
qingcloud.com,Reno Gan,,,,
qingcloud.com,Richard Huang,,,,
qingcloud.com,Yunsong Huang,,,,
reltio.com,Chris Hylen,,,linkedin.com/pub/chris-hylen/1/328/95,USA
riverbed.com,Richard McBee,,,linkedin.com/in/richardmcbee,USA
riverlane.com,Steve Brierley,,,,
rivuspharma.com,Tom O'Neil,,,linkedin.com/in/tomoneil100,USA
roadsync.com,Robin Gregg,,,linkedin.com/in/robingregg,USA
roadsync.com,Ryan Droege,,,,
qumulo.com,Aaron Passey,,,,
resolvepay.com,Eric Ingram,,,,
quralis.com,Clifford J Woolf,,,,
quralis.com,Kasper Roet,,,,
retailnext.net,Marlie Liu,,,,
rocket-internet.com,Oliver Samwer,,twitter.com/oliver_samwer,linkedin.com/in/oliver-samwer-330559,DEU
raisin.com,Frank Freund,,,,
rakuten.com,Nathalie Gaveau,,,,
rometx.com,Rosana Kapeller,,,linkedin.com/in/rosana-kapeller-50231b,USA
rong360.com,Daqing Ye,,,linkedin.com/in/davidye,CHN
rosotics.com,Kasey Yang,,,linkedin.com/in/kaseyyang,USA
recargapay.com.br,Alvaro Teijeiro,,,,
recargapay.com.br,Gustavo Victorica,,,,
route.com,Michael Yamartino,,,linkedin.com/in/michaelyamartino,USA
rovio.com,Alexandre Pelletier-Normand,,twitter.com/APNorm,linkedin.com/in/apelletiernormand,FIN
rovio.com,Niklas Hed,,,,
rpxcorp.com,Dan McCurdy,,,linkedin.com/in/dpmccurdy,USA
rseg.com,Cary J. Davis,,,linkedin.com/in/caryd,CAN
rubix.net,Rajkumar Kotha,,,linkedin.com/in/rk-kotha,SGP
reibus.com,John Blount,,,,
reibus.com,Jon Haley,,,,
reifyhealth.com,Henry Li,,,,
rometx.com,Benjamin Greenbaum,,,,
s2amodular.com,Brian Kuzdas,,,,
route.com,Evan W.,,,,
route.com,Mike Moreno.,,,,
renorun.com,Devlin McDougall,,,,
ruangguru.com,Adamas Belva Syah Devara,,,,
ruangguru.com,Iman Usman,,,,
replicant.com,Gadi Shamia,,,,
replicant.com,Benjamin Gleitzman,,,,
replicant.com,Jack Abraham.,,,,
saildrone.com,Richard Jenkins,,,,
aiven.io,Hannu Valtonen,,,,
aiven.io,Heikki Nousiainen,,,,
aiven.io,Mika Eloranta,,,,
aiven.io,Oskari Saarenmaa,,,,
salesforce.com,Bob Stutz,,,,USA
salesforce.com,Jason Chen,,,linkedin.com/in/jhchen,
retailnext.net,Arun Nair,,,,
saliogen.com,Joseph Higgins,,,linkedin.com/in/joseph-j-higgins-md-faan-8b492b95,USA
saliogen.com,Joseph J. Higgins,,,,
revelsystems.com,Christopher Ciabarra,,,,
salesforce.com,Joel de la Fuente,,,,
sandbox.co.kr,Pilsung Lee,,,,
sansan.com,Chikahiro Terada,,,linkedin.com/in/chika-terada-76a2a09,JPN
sansan.com,Chika Terada,,,,
riverbed.com,Wayne Jackson,,,,
rocket-internet.com,Alexander Samwer,,,,
rocket-internet.com,Janis Meyer-Plath,,,,
rocket-internet.com,Mario Berta,,,,
rometx.com,David Ting,,,,
scanship.no,Henrik Badin,,,linkedin.com/in/henrik-badin-1404042a,NOR
rpxcorp.com,Geoffrey T. Barker,,,,
akeneo.com,Nicolas Dupont,,,,
akeneo.com,Yoav Kutner,,,,
scineuro.com,Min Li,,,,USA
scirhom.com,Jens Ruhe,,,,
scirhom.com,Matthias Schneider,,,,
scirhom.com,Andreas Jenne,,,linkedin.com/in/andreas-jenne-3015868,DEU
sciwind.com.cn,Hai Pan,,,,
sciwind.com.cn,Pan Hai,,,,CHN
scohia.com,Yoichi Okumura,,,,JPN
scorpiontx.com,Adam Friedman,,,linkedin.com/in/adam-friedman-md-phd-15aa2915,USA
scorpiontx.com,Gary D. Glick,,,,
screeningeagle.com,Marcel Poser,,,,
scribetx.com,Benjamin Oakes,,,linkedin.com/in/benjamin-oakes-4b92a620,USA
scribetx.com,Brett Staahl,,,,
salesforce.com,Jukka Suuronen,,,,
sandbox.co.kr,Heesun Na,,,,
sandbox.game,Arthur Madrid,,,,
sap.com,Rob Desantis,,,,
satispay.com,Alberto Dalmasso,,,,
satispay.com,Samuele Pinta,,,,
secondfront.com,Mark Butler,,,,
secondfront.com,Tyler Sweatt,,,linkedin.com/in/tylersweatt,
secunet.com,Axel Deininger,,,linkedin.com/in/axel-deininger-1344331,DEU
secunet.com,Rainer Baumgart,,,,
securiti.ai,Rehan Jalil,,twitter.com/r_jalil,linkedin.com/in/rehanjalil,USA
semidrive.com,Yuqing Qiu,,,,
sendgrid.com,Jennifer Kessler,,,linkedin.com/in/jenniferkessler1,
sendgrid.com,Warren Adelman,facebook.com/warren.adelman,twitter.com/asocialcontract,linkedin.com/in/warrenadelman,USA
segment.com,Peter Reinhardt,,,,
segment.com,Ian Storm Taylor,,,,
segment.com,Ilya Volodarsky,,,,
sennder.com,Nicolaus Schefenacker,,,,
sentz.com,Joshua Goldbard,,,,
seon.io,Tamas Kadar,,,,
sepax-tech.com,Xueying Huang,,,linkedin.com/in/xueying-huang-7269015,USA
seraprognostics.com,Gregory C. Critchfield,,,linkedin.com/in/gregory-critchfield-a1402944,USA
servicechannel.com,Serge Lubensky,,,,
setpointmedical.com,Shaw Warren,,,,USA
sewan.fr,Alexis De Goriainoff,,,linkedin.com/in/alexis-de-goriainoff-09900b1/?originalSubdomain=fr,FRA
sfabric.com,Junchao Fu,,,,CHN
shopify.com,Limo Oueslati,,,,
shopify.com,Tobias Lütke,,,,
sheertex.com,Katherine Homuth,,,,
shell.us,Scott Mercer,,,,
sightdx.com,Joseph Joel Pollak,,,,
shiftmed.com,Todd Walrath,,,linkedin.com/in/towalrath,USA
silkroadmed.com,Michi Garrison,,,,
silkroadmed.com,Tony M. Chou,,,,
shippit.com,Rob Hango- Zada,,,,
shippit.com,William On,,,,
shiprocket.in,Saahil Goel,,,,
shiprocket.in,Akshay Ghulati,,,,
shockwavemedical.com,Alexei Marko,,,linkedin.com/in/alexei-marko-02166954,CAN
shockwavemedical.com,Daniel Hawkins,,,,
shopify.com,Scott Lake,,,,
shopmonkey.io,Ashot Iskandarian,,,linkedin.com/in/aandarian,USA
shopmonkey.io,Travis Brown,,,,
alan.com,Charles Gorintin,,,,
alan.com,Jean-Charles Samuelian,,,,
skype.com,Geoffrey Prentice,,,,
shorelinebio.com,Dan S. Kaufman,,,linkedin.com/in/dan-kaufman-261a1729,USA
shorelinebio.com,Marios Fotiadis,,,,
sliceit.com,Deepak Malhotra.,,,,
showpad.com,Hendrik Isebaert,,,linkedin.com/in/hendrikisebaert,BEL
shukun.net,Chun'e Ma,,,,
sibros.tech,Hemant Sikaria,,,,
sibros.tech,Mayank Sikaria,,,,
sicepat.com,Rudy Swigo,,,,
smart.co,Darren Agombar,,,,
smart.co,Will Wynne,,,,
sidekickhealth.com,Saemundur Oddsson,,,,
sidekickhealth.com,Tryggvi Thorgeirsson,,,,
sierrawireless.com,Kent Thexton,,,linkedin.com/in/kentthexton,CAN
sifive.com,Krste Asanovic,,,,
sifive.com,Patrick Little,,,linkedin.com/in/patrickwlittle,USA
sift.com,Kris Nagel,,twitter.com/krisnagel,linkedin.com/in/krisnagel,USA
sightdx.com,Daniel Levner,,,,
signalfx.com,Arijit Mukherji,facebook.com/Arijit,twitter.com/arijit_mukherji,linkedin.com/in/arijit-mukherji-3283aa,USA
signanthealth.com,Roger Smith,,,linkedin.com/in/rogerdsmith,USA
signanthealth.com,Timo Ahopelto,,,,
signifyhealth.com,Heather Dixon,,,linkedin.com/in/heather-dixon-4337152,USA
signifyhealth.com,Peter Foley,,,,
silanano.com,Alex Jacobs,,,,
siliconspice.com,Ethan Mirsky,,,,
silk.us,Dani Golan,,,,
silk.us,Moshe Selfin,,,,
simplelove.com.cn,Haitong Xia,,,,CHN
singulart.com,Brice Lecompte,,,,
singulart.com,Denis Fayolle,,,,
singulart.com,Véra Kempf ️,,,,
stripe.com,John Collison,,,,
albert.com,Rishi Patel,,,,
sirion.ai,Aditya Gupta,,,linkedin.com/in/toadityagupta,USA
albert.com,Yinon RaviD,,,,
skedulo.com,Matt Fairhurst,,twitter.com/mattfairhurst,linkedin.com/in/mattfairhurst,USA
skedulo.com,Paul Mansfield,,,,
skillshare.com,Matt Cooper,,twitter.com/matt_cooper,linkedin.com/in/cooperm,USA
skillshare.com,Michael Karnjanaprakorn,,,,
skknbykim.com,Kim Kardashian,,,,
skybet.com,Steve Birch,,,linkedin.com/in/stevebirch2,GBR
alchemab.com,Rachael Bashford-Rogers,,,,
alchemab.com,Uri Laserson,,,,
skype.com,Andrés Bzurovski,,,,USA
skype.com,Jaan Tallinn,,,,
skyports.net,Duncan Walker,,,linkedin.com/in/duncan-walker-2a9052147,GBR
skyports.net,Simon Morrish,,,,
skyxsolar.com,Samresh Kumar,,,,
staderlabs.com,Dheeraj Borra,,,,
staderlabs.com,Sidhartha Doddipalli,,,,
smart.co,Jodan Ledford,,,,GBR
alderbio.com,Mark Litton,,,,
alderbio.com,Randall Schatzman,,,,
alector.com,Asa Abeliovich,,,,
smartificial-research.com,Gaby Ory,,,linkedin.com/in/gaby-ory-smartificial-research-technology,USA
alector.com,Tillman Gerngross,,,,
aledade.com,Edwin Miller,,,,
aledade.com,Farzad Mostashari,,,,
aledade.com,Mat Kendall,,,,
smartsenstech.com,Chen Xu,,,,
smart-trade.net,David Vincent,,,,
smart-trade.net,Harry Gozlan,,,,
aleo.org,Collin C.,,,,
aleo.org,Howard W.,,,,
smics.com,Richard Chang,,,linkedin.com/in/richard-chang-5b399a29,CHN
smics.com,Zhang Rujing,,,,
aleo.org,Raymond Chu,,,,
smiledirectclub.com,David Katzman,,,linkedin.com/in/david-katzman-85b25a17,USA
stockx.com,Josh Luber,,,,
aleph-farms.com,Didier Toubia,,,,
snackpass.co,Kevin Tan,facebook.com/iamktizzel,twitter.com/iamktizzel,linkedin.com/in/kevinhuangtan,USA
snackpass.co,Jamie Marshall,,,,
snackpass.co,Jonathan Cameron,,,,
aleph-farms.com,Marcus Samuelsson,,,,
snapdeal.com,Kunal Bahl,,,,
snapdeal.com,Rohit Bansal,,twitter.com/rohitkbansal,linkedin.com/in/rohitkbansal,IND
strivehealth.com,David Whelan,,,,
stripe.com,Patrick Collison,,,,
sobot.io,Yi Xu,,,,
solarcity.com,Peter Rive,,,,
solarisgroup.com,Andreas Bittner,,,,
solarisgroup.com,Marko Wenthin,,,,
svanteinc.com,Darryl Wolanski,,,,
soldo.com,Alpesh Patel,,,,
solfacil.com.br,Vitor Leal,,,,
solidpowerbattery.com,Doug Campbell,,,linkedin.com/in/douglasmcampbell,USA
solidpowerbattery.com,Conrad R. Stoldt,,,,
solugen.com,Gaurab Chakrabarti,,,,
solugen.com,Sean Hunt,,,,
sonatus.com,Jeffrey Chou,,,,
sonos.com,Thomas Cullen,,,,USA
talend.com,Fabrice Bonan,,,,
sorare.com,Adrien Montfort,,,,
sorare.com,Nicolas Julia,,,,
sourcefire.com,Kevin Klausmeyer,,,linkedin.com/in/kkevin,USA
sourcefire.com,Martin Roesch,,,,
trustpilot.com,Anders Tjørnelund,,,,
trustpilot.com,Peter Holten Muhlmann,,,,
teads.com,Olivier Reynaud,,,,
teads.com,Pierre Chappaz,,,,
incrediblehealth.com,Iman Abuzeid,,,,
indmoney.com,Pratiksha Dake,,,,
innovafeed.com,Aude Guo,,,,
innovafeed.com,Bastien Oggeri,,,,
tensquaregames.com,Arkadiusz Pernal,,,,
innovid.com,Tal Chalozin,,,,
innovid.com,Zvika Netter,,,,
insurancedekho.com,Ankit Agrawal,,,,
text.com,Szymon Klimczak,,,,
text.com,Mariusz Cieply,,,,
theblueground.com,Andreas Nezeritis,,,,
theblueground.com,Aneesa Arshad,,,,
spotnana.com,Steven Singh,,twitter.com/SteveSSingh,linkedin.com/in/steve-singh-2ab84a52,USA
sproutsocial.com,Ryan Frazier,,,linkedin.com/in/ryfraz,
iomx.com,Elmar Maier,,,,
squareup.com,Jim McKelvey,,twitter.com/2000F,linkedin.com/in/mckelveyjim,USA
ssjf49.com,Chuanzong Zhang,,,,CHN
stabilitycannabis.com,Denver Kitch,,,linkedin.com/in/denver-kitch-99963a13,USA
is.com,Tomer Bar-Zeev,,,,
stablix.com,Carlo Rizzuto,,,linkedin.com/in/carlorizzuto,USA
stablix.com,Scott Kanner,,,,
itrustcapital.com,Morgan Steckler,,,,
starcharge.com,Danwei Shao,,,,
starentnetworks.com,Ashraf Dahod,,,linkedin.com/in/ashraf-dahod-ba01308,USA
starentnetworks.com,GBU .,,,,
starfieldcn.com,Yanzi Wu,,,,CHN
starsgroup.com,Yaniv Eliyahu,,,linkedin.com/in/yaniv-eliyahu-b30182,GBR
the-wing.com,Audrey Gelman,,,,
star-therapeutics.com,Adam Rosenthal,,,,
thisisbud.com,Edward Maslaveckas,,,,
tiko.es,Paco Sahuquillo,,,,
stemcentrx.com,Brian Slingerland,,,,
stemcentrx.com,Stuart Peterson,facebook.com/stuart.l.peterson,,linkedin.com/in/petersonstuart,USA
stem.com,John Carrington,facebook.com/john.carrington.984,,linkedin.com/in/john-carrington-11b0a81b,USA
stemcentrx.com,Scott J. Dylla,,,,
stemirna.com,Hangwen Li,,,linkedin.com/in/hangwen-li-35418917,CHN
toasttab.com,Jonathan Grimm,,,,
tomtom.com,Otto Ruys,,,,
stockx.com,Greg Schwartz,,twitter.com/gregxschwartz,linkedin.com/in/greglschwartz,USA
stonewise.cn,Zhou Jielong,,,linkedin.com/in/zhou-jielong-b15391b,CHN
storeking.in,Govardhan K,,,,
storeking.in,Sridhar Gundaiah,,,,
storicard.com,Bin Chen,,,,
storicard.com,Guangyu (GY) Liu,,,,
storicard.com,Marlene Garayzar,,,,
stovekraft.com,Rajiv Mehta,,,linkedin.com/in/rajivmehta,IND
strivehealth.com,Chris Riopelle,,,linkedin.com/in/chris-riopelle-07a9997a,USA
strivehealth.com,Bob Badal,,,,
studio.com,Max Deutsch,,,,
studio.com,Valentin Perez,,,,
vida.com,Ozan Onay,,,,
stylitics.com,Rohan Deuskar,facebook.com/rohan.deuskar,twitter.com/RohanD,linkedin.com/in/rohandeuskar,USA
stylitics.com,Zach Davis,,,,
stytch.com,Julianna Lamb,,,,
trustly.com,Ezio Anselmo Mazarim Fernandes,,,,
villagemd.com,Clive Fields,,,,
sui.com,Gu Feng,,,,
photoroom.com,Matthieu Rouif,,,,
sunbit.com,Arad Levertov,,,,
sunbit.com,Ornit Dweck-Maizel,,,,
sunbit.com,Tal Riesenfeld,,,,
sunbit.com,Tamir Hazan,,,,
sunfire.de,Christian von Olshausen,,,,
sunking.com,T. Patrick Walsh,,,linkedin.com/in/tpatrickwalsh,KEN
sunlightfinancial.com,Matthew R. Potere,facebook.com/mpotere,x.com/mattpotere,linkedin.com/in/mattpotere,USA
sunrun.com,Mary Powell,,,linkedin.com/in/mary-powell-696090217,USA
supermonkey.com.cn,Liu Shuting,,,,CHN
supermonkey.com.cn,Shuting Liu,,,,
umoja-biopharma.com,Philip Low,,,,
svanteinc.com,Claude Letourneau,,,linkedin.com/in/claude-letourneau-icd-d-1057a182,CAN
svanteinc.com,Brett Henkel,,,,
svolt.cn,Zhao Zhiqiang,,,linkedin.com/in/%E5%BF%97%E5%BC%BA-%E8%B5%B5-36b881155,CHN
upside.com,Jon Ellenthal,,,,
ascenty.com,Daniel Amato,,,,
ascenty.com,Tiago Garbim,,,,
urbanvolt.com,Graham Deane,,,,
swile.co,Loic Soubeyrand,,,,
urbanvolt.com,Kevin Maughan,,,,
sygnum.com,Gerald Goh,,,,
sygnum.com,Mathias Imbach,,twitter.com/mat_ch_ind,linkedin.com/in/dimbach,CHE
sygnum.com,Luka Müller,,,,
valon.com,Eric Chiang,,,,
synchron.com,Rahul Sharma,,,,
synchron.com,Thomas Oxley,,,linkedin.com/in/tomoxl,USA
synyi.com,Handong Ma,,,,
synyi.com,Shaodian Zhang,,,linkedin.com/in/shaodian-zhang-130bab33,CHN
syriusrobotics.com,Kunlin Yu,,,,
syriusrobotics.com,Jiang Chao,,,linkedin.com/in/adamjiang,CHN
t3go.cn,Dayong Cui,,,,CHN
tableau.com,Adam Selipsky,,,linkedin.com/in/adamselipsky,USA
tableau.com,Christian Chabot,,,,
xepelin.com,Sebastián Kreis,,,,
xing.com,Bill Liao,,,,
takeaway.com,Jitse Groen,,,,
takeaway.com,Piotr Czajkowski,,,,
askattest.com,Jeremy King,,,,
vida.com,Stephanie Tilenius,,,,
zalando.de,Filip Felician Dames,,,,
zalando.de,Remco van Zanten,,,,
tallactherapeutics.com,Hong I. Wan,,,,
tandem.co.uk,Ricky Knox,,twitter.com/rickykno,linkedin.com/in/rickyknox,GBR
tango.me,Better Daniel,,,linkedin.com/in/danibetter,USA
tango.me,Uri Raz,,,,
vizgen.com,David R. Walt,,,,
volocopter.com,Alexander Zosel,,,,
volocopter.com,Stephan Wolf,,,,
tcpjw.com,Shijin Cao,,,,CHN
teads.com,Loic Soubeyrand,,,,
teads.com,Rémy Saissy,,twitter.com/remysaissy,linkedin.com/in/remysaissy,BRA
tebrio.com,Adriana Casillas,,,,
tebrio.com,ADRIANA CASILLAS,,,linkedin.com/in/adriana-casillas-25782097,ESP
techmet.com,Brian Menell,,,linkedin.com/in/brianmenell,IRL
tendo.com,Dan Goldsmith,,,linkedin.com/in/danielgoldsmith,USA
wasoko.com,Josh (Middleman) Raine,,,,
wasoko.com,Josh Raine,,,,
asos.com,Fabio Daolio,,,,
tentarix.com,Paul Grayson,,twitter.com/paulgrayson,linkedin.com/in/paul-grayson-5597a527,USA
tentarix.com,Margaret Karow,,,,
tentarix.com,Paul K,,,,
tentarix.com,Michael Gallo,,,,
asos.com,Henny Kay,,,,
terralabs.com,Peder Stahle,,,,
tesislabs.com,Jonathan Stein,,,linkedin.com/in/jonathan-stein-phd-hcld-abb-7b4b5119,USA
wattifev.com,Robert Svendsen,,,,
aspenneuroscience.com,"Andres Bratt-Leal, PhD",,,,
theblueground.com,Alexandros Chatzieleftheriou,,,,
theblueground.com,Kurtulus Korkmaz,,,,
thebrandtechgroup.com,David Jones,,,,
themomproject.com,Allison Robinson,,,,
netapp.com,Dave Hitz,,,,
netapp.com,James Lau,,,,
alibaba.com,Eddie Wu,,,,
1mg.com,Vikash Chauhan,,,,
abilitynetwork.com,John Fraser,,,,
aboutyou.de,Tarek Müller,,,,
theratrue.com,Victor Mancebo,,,linkedin.com/in/victor-mancebo-26164141,USA
airalo.com,Abraham Burak,,,,
albert.com,Yinon Ravid,,,,
alector.com,Arnon Rosenthal,,,,
alector.com,Errik Anderson,,,,
alibaba.com,Volodymyr Dubovets,,,,
the-wing.com,Jen Cho,,,linkedin.com/in/jenniferchony,USA
thezebra.com,Keith Melnick,,,linkedin.com/in/keith-melnick-6558a2,USA
thezebra.com,Joshua Dziabiak,,,,
thinkbrg.com,David M. Shade,,,linkedin.com/in/david-m-shade-baa19765,USA
thinkbrg.com,David Teece,,,,
amagi.com,Baskar Subramanian,,,,
thqnordic.com,Eric Wuestmann,,,linkedin.com/in/eric-wuestmann-b00b205,AUT
thqnordic.com,Lars Wingefors,,,,
thqnordic.com,Pelle Lundborg,,,,
thrasio.com,Carlos Cashman,,,,
thrasio.com,Joshua Silberstein,,,,
antheia.bio,Isis Trenchard,,,,
antheia.bio,Kristy Hawkins,,,,
arm.com,Rene Haas,,,,
tifin.com,Vinay Nair,,,,
tigergraph.com,Mingxi Wu,,,linkedin.com/in/mingxi-wu-a1704817,USA
tigergraph.com,Yu Xu,,,,
autofi.com,Mandar Gokhale,,,,
auxmoney.com,Philip Kamp,,,,
avantstay.com,Sean Breuner,,,,
avilar-tx.com,James Kasuboski,,,,
barkbox.com,Matt Meeker,,,,
tipalti.com,Chen Amit,,,,
tipa-corp.com,Daphna Nissenbaum,,,,
tmgcore.com,John-David Enright,,,linkedin.com/in/john-david-enright-sr-aa865755,USA
beginlearning.com,Britt Myers,,,,
beginlearning.com,Neal Shenoy,,,,
to8to.com,Guobin Wang,,,,
believe.com,Denis Ladegaillerie,,,,
tobiopharm.com,Kan Ziyi,,,,CHN
tobiopharm.com,Shun Luo,,,,
bevi.co,Sean Grundy,,,,
tokopedia.com,William Tanuwijaya,,,,
bharatpe.com,Suhail Sameer,,,,
tomtom.com,Harold Goddijn,,,linkedin.com/pub/harold-goddijn/3b/527/2b,NLD
tophat.com,Joe Rohrlich,facebook.com/joerohrlich,twitter.com/joerohrlich,linkedin.com/in/joe-rohrlich-bb09542,CAN
tophat.com,Mohsen Shahini,,,,
alldaykitchens.com,Ken Chong,,,,
alldaykitchens.com,Matt Sawchuk,,,,
torlbio.com,Mark Alles,,,,USA
touchbistro.com,Geordie Konrad,,,,
touchbistro.com,Padraic Doyle,,,linkedin.com/in/padraicmdoy,USA
bolt.eu,Abdulla Lootah,,,,
towersemi.com,Giora Yaron,,,,
bwin.com,Norbert Teufelberger,,,,
transfergo.com,Arnas Lukosevicius,,,,
transfergo.com,Daumantas Dvilinskas,,,,
c2fo.com,Alexander Kemper,,,,
translate.bio,Richard Wooster,,,linkedin.com/pub/richard-wooster/3/284/713,USA
wix.com,Hayki Friedman,,,,
transunion.co.uk,Abhi Dhar,,,linkedin.com/in/abhidhar,USA
transunion.co.uk,John Eggleston,,,,
carprice.ru,Sergej Thiessen,,,,
carsome.my,Eric Cheng,,,,
castlighthealth.com,Todd Park,,,,
cellink.com,Gusten Danielsson,,,,
cellink.com,Hector Martinez,,,,
centivo.com,Ruth Berkowitz,,,,
treefrog.fr,Kevin Alessandri,,,linkedin.com/in/k%C3%A9vin-alessandri-7ab64197,FRA
treefrog.fr,Erwan Bezard,,,,
treefrog.fr,Jean-Luc Treillou,,,,
ceracare.co.uk,Dr. Ben Maruthappu,,,,
wolt.com,Miki Kuusi,,,,
certik.com,Ronghui Gu,,,,
certik.com,Zhong Shao,,,,
cheq.ai,Guy Tytunovich,,,,
tricentis.com,Sandeep Johri,facebook.com/johrisandeep,twitter.com/sandeepjohri,linkedin.com/in/sandeepjohri,USA
tricentis.com,Franz Fuchsberger,,,,
trilliumtherapeutics.com,Niclas Stiernholm,,,linkedin.com/in/niclas-stiernholm-b5abb012,CAN
trinet.com,Mike Simonds,,twitter.com/mqsimonds,linkedin.com/in/mqsimonds,USA
tripod-glp.com,Xuefeng Zhang,,,,CHN
cloudflare.com,Florian T Wos,,,,
triumvira.com,Paul Lammers,,,linkedin.com/pub/paul-lammers/1b/733/7a2,USA
trmusic.com.cn,Qian Shimu,,,,CHN
trmusic.com.cn,shimu Qian,,,,
cmrsurgical.com,Keith Marshall,,,,
cockroachlabs.com,Spencer Kimball,,,,
truefoodkitchen.com,Scott J. Bowman,,,linkedin.com/in/scott-bowman-48b6533,USA
coinbase.com,Fred Ehrsam,,,,
trustly.com,Johan Tjärnberg,,,linkedin.com/in/johan-tj%C3%A4rnberg-71315612/?originalSubdomain=se,SWE
trustmachines.co,Muneeb Ali,facebook.com/muneeb.ali,twitter.com/muneeb,linkedin.com/in/muneebali,USA
trustmachines.co,Muneeb Ali.,,,,
collectivehealth.com,Ali Diab,,,,
collectivehealth.com,Preston Tollinger,,,,
trustpilot.com,Peter H. Mühlmann,facebook.com/peter.muhlmann,,linkedin.com/in/peter-holten-muhlmann,DNK
connectedkerb.com,Nick Dobie,,,,
tryjeeves.com,Dileep Thazhmon,,,,
constantcontact.com,Randy Parker,,,,
coro.net,Doron Milchtaich,,,,
crisp.nl,Tom Peeters,,,,
